Datetime(UTC)	WASD2	NCDV2	LWTV2	GTND2	SGSM2
2017-10-10 06:00:00	0.747879619	0.19067879429999998	0.1921436348	0.9646952639999999	0.2840157424
2017-10-10 07:00:00	0.6047448145	0.1859824067	0.26658913623999997	0.8212910921000001	0.36414034986
2017-10-10 08:00:00	0.47674809705	0.22298919329999997	0.33812653796	0.69167812607	0.43755830027
2017-10-10 09:00:00	0.36984255259	0.32426355402999996	0.37926985632	0.58745758731	0.48431903221
2017-10-10 10:00:00	0.273046597	0.41199514655999997	0.40050959811	0.4912667485	0.5201557591
2017-10-10 11:00:00	0.19001390999999998	0.4641959255	0.38647667801999996	0.40629975500000004	0.5251374809
2017-10-10 12:00:00	0.12605544329999996	0.4830028018	0.32043460802	0.3404869879	0.46106933255
2017-10-10 13:00:00	0.16378924829999997	0.45576627465999997	0.23731759109	0.37356877390000004	0.37630103634
2017-10-10 14:00:00	0.30455965749999997	0.35669042978099996	0.1677040515	0.5218732439	0.303425984
2017-10-10 15:00:00	0.43917159646	0.25618544226999995	0.12283614899999998	0.6532312531	0.23904383469999999
2017-10-10 16:00:00	0.5578212108	0.1874565227	0.08095026379999998	0.7764101784	0.18615216289999997
2017-10-10 17:00:00	0.6409133959	0.14575735969999998	0.06822862219999998	0.8578549736000001	0.16533817149999996
2017-10-10 18:00:00	0.6391560459	0.1084450448	0.11236420429999999	0.8622446449	0.208041598
2017-10-10 19:00:00	0.51966030078	0.0955545378	0.21104684952999997	0.73610240912	0.3088117679
2017-10-10 20:00:00	0.40650591931999996	0.14841189109999997	0.297105437026	0.62324490856	0.38908461861
2017-10-10 21:00:00	0.2981501902	0.27851260144	0.34787955719999997	0.5139703862	0.45141995465999996
2017-10-10 22:00:00	0.2028813244	0.37633776413	0.38473079617	0.4227702309	0.50509855313
2017-10-10 23:00:00	0.1155812302	0.43587852417999995	0.40128541868	0.33214917600000005	0.5345641153
2017-10-11 00:00:00	0.052409315600000006	0.4730246663	0.37717997059999997	0.26612935979999996	0.5219776778
2017-10-11 01:00:00	0.0991447748	0.48144016999999995	0.300269639863	0.30713874510000005	0.43852177521999997
2017-10-11 02:00:00	0.2484926998	0.44368145436	0.20317684588999999	0.4643069511	0.34427529978
2017-10-11 03:00:00	0.3873230759	0.33918985362	0.1380646946	0.60297290727	0.2727313457
2017-10-11 04:00:00	0.50868525774	0.23629381519999998	0.0895702089	0.72255777316	0.2041822412
2017-10-11 05:00:00	0.6153619357	0.16802071289999998	0.0602160209	0.8305276	0.16214017879999998
2017-10-11 06:00:00	0.6767884885	0.11639637850000001	0.0637654712	0.8938323542	0.159207906
2017-10-11 07:00:00	0.6268647238	0.08304303609999997	0.1149484318	0.8465610236000001	0.210783846
2017-10-11 08:00:00	0.49843402888	0.08712220929999998	0.2056192846	0.71634009879	0.3022940642
2017-10-11 09:00:00	0.38615498042999996	0.15555769319999999	0.28032038747	0.59931239019	0.37570579017
2017-10-11 10:00:00	0.2753776764	0.27631965218	0.32664131215	0.49452262410000003	0.43430915254999997
2017-10-11 11:00:00	0.180621841	0.36255388355999996	0.3545486023	0.3975916891	0.48153053209999996
2017-10-11 12:00:00	0.09160565009999999	0.41493243287	0.35118042896	0.3082081921	0.48957968014
2017-10-11 13:00:00	0.03535515259999994	0.44520393860999996	0.294418231249	0.2490394421	0.4389298512
2017-10-11 14:00:00	0.10740373409999998	0.42986458577	0.20187323629999998	0.32122863300000004	0.34161828575
2017-10-11 15:00:00	0.25332737539999994	0.347088807602	0.126284088	0.4696090048	0.26387939699999996
2017-10-11 16:00:00	0.38539598915	0.229361669	0.07724199639999998	0.60119704054	0.198196801
2017-10-11 17:00:00	0.49904970351	0.15043778559999996	0.04021533729999999	0.71396852685	0.14420674809999995
2017-10-11 18:00:00	0.5964837677	0.10207924260000001	0.030681611200000014	0.8118302525000001	0.12760087589999997
2017-10-11 19:00:00	0.6209503514	0.0641117899	0.07540520629999997	0.8424257259	0.16811351129999996
2017-10-11 20:00:00	0.51548848178	0.05689398010000002	0.176166095	0.73329452034	0.27243097289999996
2017-10-11 21:00:00	0.40051002619	0.11182761499999999	0.26651965349	0.6145313784	0.36130807790999997
2017-10-11 22:00:00	0.2857677226	0.24638430239999998	0.32351118597	0.503215556	0.427052075779
2017-10-11 23:00:00	0.18562000579999996	0.35058281287099996	0.36505444153	0.40367638530000005	0.4851146193
2017-10-12 00:00:00	0.09191567719999999	0.41580622077999996	0.38283834508	0.3085749561	0.5166932332799999
2017-10-12 01:00:00	0.023205428699999975	0.45648006409999997	0.35471426143	0.23844701640000004	0.4998379575
2017-10-12 02:00:00	0.0606901118	0.46419413369999996	0.27420352416	0.26491515670000004	0.41389708700899996
2017-10-12 03:00:00	0.21112450379999997	0.42208979493	0.1752858543	0.4237545467	0.318900337
2017-10-12 04:00:00	0.35323035944	0.31201730306	0.11223703429999998	0.5667686689	0.24592640109999997
2017-10-12 05:00:00	0.47397404849999997	0.2077727082	0.06433220640000001	0.69052591176	0.1770001201
2017-10-12 06:00:00	0.5873950638000001	0.1390765087	0.032095464200000035	0.8036061749000001	0.1338863239
2017-10-12 07:00:00	0.6530236358	0.08867150069999996	0.03316435489999997	0.8709895447	0.1292033569
2017-10-12 08:00:00	0.6065449323000001	0.05552164729999998	0.0907572327	0.8248591562	0.1856256468
2017-10-12 09:00:00	0.48066423038	0.058499099399999976	0.1969274534	0.69483354433	0.2916135712
2017-10-12 10:00:00	0.36468399653	0.13134334359999997	0.27680562015	0.58273276905	0.37062450425
