Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-30 19:00:00	1.3	1.4	1.4	1.2	2.8	2.8		2.59	1.15	3.48
2017-09-30 20:00:00	1.1	1.4	1.2	1.0	3.2	3.1		3.05	1.57	3.94
2017-09-30 21:00:00	1.1	1.3	1.1	0.9	3.4	3.4		3.22	1.74	4.1
2017-09-30 22:00:00	1.1	1.0	0.9	0.9	3.5	3.6		3.08	1.61	3.97
2017-09-30 23:00:00	1.2	0.9	0.7	1.1	3.2	3.5		2.62	1.12	3.51
2017-10-01 00:00:00	1.6	0.7	0.7	1.3	2.9	3.3		1.97	0.52	2.85
2017-10-01 01:00:00	2.0	0.6	0.6	1.6	2.3	2.9		1.41	-0.03	2.3
2017-10-01 02:00:00	2.2	0.6	0.8	1.7	1.8	2.5		1.05	-0.39	1.94
2017-10-01 03:00:00	2.2	0.8	1.0	1.8	1.5	2.1		0.75	-0.69	1.64
2017-10-01 04:00:00	2.1	1.0	1.2	1.7	1.5	1.9		0.52	-0.89	1.41
2017-10-01 05:00:00	1.9	1.3	1.3	1.6	1.6	2.0		0.59	-0.82	1.44
2017-10-01 06:00:00	1.5	1.4	1.5	1.4	2.0	2.3		1.12	-0.26	1.97
2017-10-01 07:00:00	1.2	1.5	1.5	1.2	2.5	2.7		1.97	0.52	2.85
2017-10-01 08:00:00	1.0	1.6	1.4	1.0	3.1	3.2		2.76	1.31	3.67
2017-10-01 09:00:00	0.9	1.5	1.2	0.8	3.4	3.5		3.25	1.8	4.2
2017-10-01 10:00:00	0.8	1.4	1.1	0.8	3.6	3.8		3.41	1.97	4.36
2017-10-01 11:00:00	1.1	1.2	0.9	0.9	3.5	3.9		3.25	1.77	4.17
2017-10-01 12:00:00	1.5	1.0	0.8	1.2	3.4	3.7		2.69	1.21	3.64
2017-10-01 13:00:00	1.9	0.8	0.8	1.4	3.0	3.4		1.97	0.56	2.92
2017-10-01 14:00:00	2.1	0.7	0.8	1.7	2.5	3.0		1.41	0.0	2.33
2017-10-01 15:00:00	2.3	0.7	1.0	1.9	2.2	2.7		1.05	-0.36	1.97
2017-10-01 16:00:00	2.3	0.9	1.2	1.9	2.0	2.3		0.82	-0.56	1.77
2017-10-01 17:00:00	2.2	1.1	1.3	1.9	2.1	2.2		0.82	-0.56	1.74
2017-10-01 18:00:00	2.0	1.3	1.4	1.7	2.5	2.5		1.15	-0.2	2.07
2017-10-01 19:00:00	1.7	1.4	1.6	1.4	3.0	2.9		1.94	0.59	2.85
2017-10-01 20:00:00	1.4	1.5	1.5	1.3	3.5	3.3		2.85	1.44	3.84
