Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-10-05 00:00:00	0.9795225408	0.44577132291	0.54182401281	0.7734486108	0.5374376326	0.5979861699	0.4373899714999999	0.5411374311	0.5054914544	0.67194875882589
2017-10-05 01:00:00	0.9590861962999999	0.52661283625	0.6042851092	0.7813529597	0.3988343096	0.4234903377	0.30842435709999994	0.4586618441	0.43390662160000004	0.6719422515912099
2017-10-05 02:00:00	0.878577967	0.6043948993	0.6706933293	0.7487639146	0.3659548077	0.330714441	0.32753314209999995	0.4344662802	0.47920604600000005	0.67193659073394
2017-10-05 03:00:00	0.72628646554	0.6953599761	0.7257577269	0.6597596876	0.43903249619999996	0.34217563659999994	0.4855846912	0.5847433912	0.59234724882	0.6719384239109301
2017-10-05 04:00:00	0.5841880455	0.7753021885	0.7423661764	0.56978311752	0.7408684994999999	0.5360428748	0.812315990417	0.74455891004	0.73967857788	0.67194626928079
2017-10-05 05:00:00	0.4878341099	0.8090100569	0.7130963203	0.50162729184	0.9292596658	0.77221717234	0.9380419502999999	0.8949150995999999	0.883149792	0.6719585204430201
2017-10-05 06:00:00	0.4318505559	0.7998097296	0.6618594658	0.45019134572	1.0615911171999999	0.9317343342	1.0742199821	1.0225833487	1.0038842053	0.67197154606465
2017-10-05 07:00:00	0.42033659170000004	0.7482823796	0.6030992611	0.42074550178000003	1.1187915191	1.0041744496	1.1127393476999998	1.1133907518	1.0800460142000001	0.67198325274452
2017-10-05 08:00:00	0.5060551223	0.6624691313	0.54023657386	0.45632592225	1.1681986809	1.0641555403	1.1617641841	1.1120006759	1.0511610848	0.671990817491519
2017-10-05 09:00:00	0.64893794752	0.59112074215	0.478878529042	0.5255343693100001	1.0574272451	1.0473379815000001	0.988089496	0.9733326671	0.9307076303	0.671994890362384
2017-10-05 10:00:00	0.8052296978	0.5170849793000001	0.45043330449	0.6051591671400001	0.9111579867199999	0.8869865903	0.83627901204	0.8359595622	0.7950611935	0.671992292755223
2017-10-05 11:00:00	0.8941179508	0.45097682809	0.46133213275	0.6629636155	0.7126045467	0.73340395934	0.6066568242999999	0.7175968722899999	0.6785597397700001	0.6719849000943
2017-10-05 12:00:00	0.9217700235	0.44018511644	0.5054463894300001	0.7126620373	0.5103057812999999	0.5476621383	0.41517930229999994	0.61437399083	0.57483098958	0.67197363751698
2017-10-05 13:00:00	0.89067783	0.46855133057	0.55020774196	0.7158754365	0.3704689067	0.39171486590000004	0.27335362399999996	0.5210825824	0.4855570345	0.6719628098677
2017-10-05 14:00:00	0.8145697573999999	0.5363962476899999	0.5996187128	0.6833399193	0.32277314319999995	0.28072271990000003	0.27083197549999993	0.449880312	0.4463379207	0.67195553376923
2017-10-05 15:00:00	0.67304709431	0.610567067	0.6440213769	0.5988008715199999	0.3782493481	0.28853643700000003	0.37901317019999997	0.5094980952	0.5296122071	0.6719482162677699
2017-10-05 16:00:00	0.54208341243	0.675642378	0.660665778	0.5111035329217	0.5117394281	0.38262007700000006	0.5646560114999999	0.6571534755799999	0.657444417304	0.67194690707458
2017-10-05 17:00:00	0.45194671370000006	0.721794806	0.6315907256	0.44305045526000003	0.76307319592	0.5754536019000001	0.8320249254	0.7974750854	0.7901903458	0.67195104716452
2017-10-05 18:00:00	0.3927949345	0.7154913414999999	0.57791456323	0.3909602492	0.9847079308	0.797493263	1.0291953192999999	0.9263993225	0.9080909856	0.67196233613573
2017-10-05 19:00:00	0.3685461399	0.6531513722	0.5211185121299999	0.3517631369	1.1246968998	0.9756357365	1.1455049462	1.0204002824	0.9920369601000001	0.6719741444444001
2017-10-05 20:00:00	0.3867622182	0.58072918123	0.46464586090000004	0.3477894694	1.1849474362999999	1.0656812856	1.1945415638999999	1.0352375377	0.9795516842	0.6719835872701
2017-10-05 21:00:00	0.5031511271	0.5115805555349999	0.40299456901	0.3954427709	1.1929761679	1.1037343083	1.1763083878	0.9151069075	0.8717674587	0.6719920199169149
2017-10-05 22:00:00	0.6665293855500001	0.43694739752	0.3582821217	0.49510854526000003	1.0751094723999999	1.0578700389	1.0005521766999999	0.7850436379	0.74357637691	0.67199515326459
2017-10-05 23:00:00	0.8127597402	0.3716220819	0.3554310358	0.57413457005	0.8469640868499999	0.8809972276	0.7409269723499999	0.667645600324	0.6275748183200001	0.67199341918834
2017-10-06 00:00:00	0.8825776923	0.3380452972	0.39534508819	0.6355134266	0.594885645	0.6482123075999999	0.47296718179999997	0.5628652662	0.5257222098000001	0.67198519244444
2017-10-06 01:00:00	0.8991748448000001	0.359113099	0.45040677089000003	0.6797904567999999	0.38387000799999993	0.4346910618	0.2664330454999999	0.4721560132	0.43530604030000003	0.6719765065116701
2017-10-06 02:00:00	0.8627702139	0.42697164961	0.50616698653	0.6810337699	0.2678853742999999	0.2742975994	0.1740745804999999	0.3909453407	0.36625083760000005	0.67197004579345
2017-10-06 03:00:00	0.7559804736	0.5031509905181	0.56911144828	0.6259572852999999	0.25468235259999994	0.19806865620000003	0.21278212549999986	0.3613756326	0.3996561697	0.67196695295149
2017-10-06 04:00:00	0.59413350125	0.59072921658	0.6208041921	0.52778282815	0.33815732679999994	0.23496674569999998	0.35190053109999997	0.49469842629999994	0.5101199539000001	0.671969072125
2017-10-06 05:00:00	0.46487652840000004	0.6657716877	0.6275664925	0.44031496602000003	0.5008192437	0.3597916476	0.5563049842	0.6484808960499999	0.646381919455	0.6719758971691701
