Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-27 07:00:00	2.1	2.0	1.7	1.5	3.8	4.3	4.0	4.07	2.69	5.05
2017-09-27 08:00:00	2.4	1.8	1.5	1.7	3.6	4.0	3.7	3.94	2.56	4.92
2017-09-27 09:00:00	2.8	1.7	1.4	1.9	3.3	3.8	3.4	3.84	2.39	4.82
2017-09-27 10:00:00	2.9	1.4	1.4	2.1	2.8	3.4	3.1	3.31	1.87	4.3
2017-09-27 11:00:00	3.0	1.3	1.4	2.2	2.6	3.2	2.8	2.53	1.15	3.48
2017-09-27 12:00:00	3.0	1.2	1.4	2.1	2.5	2.9	2.9	2.07	0.69	2.99
2017-09-27 13:00:00	2.8	1.2	1.4	2.0	2.5	2.9	3.1	1.87	0.49	2.82
2017-09-27 14:00:00	2.5	1.3	1.4	1.9	2.8	3.1	3.5	1.94	0.56	2.85
2017-09-27 15:00:00	2.2	1.3	1.4	1.6	3.3	3.6	4.0	2.39	1.02	3.31
2017-09-27 16:00:00	1.9	1.4	1.3	1.5	3.8	3.9	4.4	3.08	1.71	4.04
2017-09-27 17:00:00	1.8	1.3	1.2	1.2	4.2	4.4	4.7	3.71	2.3	4.66
2017-09-27 18:00:00	1.9	1.2	1.0	1.1	4.4	4.7	4.9	4.07	2.62	5.02
2017-09-27 19:00:00	2.0	1.1	0.9	1.2	4.4	4.8	4.7	4.07	2.62	5.02
2017-09-27 20:00:00	2.3	0.9	0.8	1.4	4.3	4.7	4.5	3.64	2.23	4.59
2017-09-27 21:00:00	2.8	0.7	0.7	1.6	3.9	4.4	4.1	3.08	1.67	4.04
2017-09-27 22:00:00	3.2	0.8	0.9	1.9	3.4	4.0	3.6	2.53	1.12	3.44
2017-09-27 23:00:00	3.3	0.8	1.0	2.2	3.1	3.5	3.2	2.07	0.69	2.99
2017-09-28 00:00:00	3.4	1.0	1.3	2.3	2.7	3.1	3.0	1.8	0.43	2.76
2017-09-28 01:00:00	3.2	1.3	1.6	2.3	2.6	2.9	3.0	1.71	0.33	2.62
2017-09-28 02:00:00	3.0	1.6	1.8	2.3	2.6	2.9	3.1	1.87	0.49	2.79
2017-09-28 03:00:00	2.8	1.9	2.0	2.2	2.9	3.1	3.3	2.39	1.02	3.31
2017-09-28 04:00:00	2.6	2.1	2.2	2.2	3.1	3.4	3.6	3.15	1.77	4.1
2017-09-28 05:00:00	2.4	2.3	2.3	2.0	3.6	3.7	4.0	3.87	2.43	4.82
2017-09-28 06:00:00	2.1	2.4	2.2	1.9	3.8	3.9	4.1	4.27	2.82	5.22
2017-09-28 07:00:00	2.2	2.4	2.1	1.8	3.9	4.1	4.0	4.3	2.89	5.25
2017-09-28 08:00:00	2.3	2.2	1.9	1.8	3.8	4.0	3.8	4.13	2.72	5.09
2017-09-28 09:00:00	2.5	2.0	1.8	2.0	3.5	3.8	3.5	3.77	2.33	4.72
2017-09-28 10:00:00	2.9	1.8	1.7	2.2	3.0	3.4	3.1	3.22	1.77	4.13
2017-09-28 11:00:00	3.0	1.6	1.6	2.4	2.6	3.0	2.7	2.59	1.18	3.51
2017-09-28 12:00:00	3.1	1.5	1.7	2.4	2.3	2.6	2.5	2.1	0.72	3.02
2017-09-28 13:00:00	2.9	1.3	1.6	2.4	2.2	2.5	2.5	1.8	0.39	2.72
2017-09-28 14:00:00	2.8	1.3	1.6	2.2	2.3	2.5	2.7	1.67	0.26	2.56
2017-09-28 15:00:00	2.4	1.3	1.6	2.0	2.6	2.7	3.0	1.74	0.36	2.62
