Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-28 07:00:00	1.7	2.1	1.8	1.4	3.9	3.9	3.8	3.99	2.15	4.92
2017-09-28 08:00:00	1.9	1.9	1.6	1.5	3.8	3.9	3.6	3.86	2.05	4.67
2017-09-28 09:00:00	2.1	1.7	1.5	1.7	3.5	3.7	3.2	3.52	1.71	4.34
2017-09-28 10:00:00	2.4	1.5	1.4	1.9	3.0	3.4	2.9	3.03	1.47	3.88
2017-09-28 11:00:00	2.6	1.3	1.4	2.1	2.6	3.0	2.5	2.4	0.89	3.37
2017-09-28 12:00:00	2.7	1.1	1.3	2.1	2.3	2.7	2.5	1.83	0.44	3.02
2017-09-28 13:00:00	2.6	1.1	1.3	2.1	2.2	2.5	2.6	1.69	0.3	2.72
2017-09-28 14:00:00	2.5	1.1	1.4	2.0	2.4	2.6	2.8	1.58	0.26	2.56
2017-09-28 15:00:00	2.1	1.1	1.5	1.8	2.6	2.8	3.0	1.74	0.33	2.62
2017-09-28 16:00:00	1.8	1.2	1.3	1.6	2.9	3.0	3.3	2.2	0.79	3.08
2017-09-28 17:00:00	1.5	1.3	1.2	1.3	3.3	3.4	3.7	2.92	1.51	3.81
2017-09-28 18:00:00	1.4	1.2	1.1	1.0	3.6	3.7	4.0	3.58	2.13	4.49
2017-09-28 19:00:00	1.4	1.0	0.9	1.0	3.9	4.0	4.1	3.94	2.46	4.82
2017-09-28 20:00:00	1.5	0.9	0.8	1.0	4.0	4.1	3.9	3.9	2.43	4.79
2017-09-28 21:00:00	1.6	0.7	0.7	1.1	3.6	3.9	3.7	3.44	1.94	4.33
2017-09-28 22:00:00	2.0	0.7	0.6	1.4	3.3	3.6	3.3	2.76	1.25	3.61
2017-09-28 23:00:00	2.3	0.6	0.6	1.6	2.8	3.2	2.8	2.1	0.66	2.95
2017-09-29 00:00:00	2.5	0.6	0.8	1.8	2.3	2.8	2.4	1.64	0.2	2.49
2017-09-29 01:00:00	2.5	0.6	1.1	2.0	2.0	2.4	2.2	1.31	-0.13	2.2
2017-09-29 02:00:00	2.4	0.9	1.3	2.0	1.9	2.2	2.2	1.18	-0.23	2.03
2017-09-29 03:00:00	2.2	1.2	1.5	1.9	2.0	2.2	2.4	1.38	-0.07	2.2
2017-09-29 04:00:00	1.9	1.5	1.6	1.7	2.3	2.4	2.7	1.77	0.36	2.66
2017-09-29 05:00:00	1.6	1.6	1.7	1.5	2.6	2.8	2.9	2.39	0.95	3.25
2017-09-29 06:00:00	1.4	1.7	1.6	1.3	3.0	3.2	3.3	3.12	1.67	4.0
2017-09-29 07:00:00	1.2	1.7	1.6	1.2	3.3	3.4	3.5	3.58	2.07	4.46
2017-09-29 08:00:00	1.2	1.6	1.5	1.2	3.4	3.5	3.6	3.44	2.0	4.36
2017-09-29 09:00:00	1.4	1.5	1.2	1.2	3.3	3.6	3.3	3.22	1.77	4.1
2017-09-29 10:00:00	1.7	1.4	1.1	1.4	3.0	3.4	3.1	2.92	1.48	3.84
2017-09-29 11:00:00	2.0	1.2	1.2	1.6	2.5	3.0	2.7	2.46	1.02	3.38
2017-09-29 12:00:00	2.2	1.1	1.2	1.8	2.1	2.6	2.3	2.0	0.59	2.92
2017-09-29 13:00:00	2.3	1.0	1.2	1.9	1.9	2.3	2.0	1.67	0.26	2.59
2017-09-29 14:00:00	2.3	1.1	1.3	1.9	1.8	2.1	2.0	1.44	0.03	2.36
2017-09-29 15:00:00	2.1	1.1	1.4	1.8	1.8	2.0	2.1	1.35	-0.07	2.23
2017-09-29 16:00:00	2.0	1.3	1.6	1.6	2.1	2.1	2.4	1.51	0.13	2.39
2017-09-29 17:00:00	1.7	1.4	1.6	1.4	2.4	2.5	2.9	2.1	0.75	3.02
2017-09-29 18:00:00	1.4	1.6	1.5	1.3	2.9	2.8	3.2	2.95	1.51	3.87
2017-09-29 19:00:00	1.3	1.6	1.4	1.1	3.3	3.2	3.5	3.48	2.0	4.43
2017-09-29 20:00:00	1.3	1.4	1.2	1.1	3.6	3.5	3.6	3.61	2.2	4.53
2017-09-29 21:00:00	1.5	1.3	1.1	1.1	3.4	3.6	3.5	3.58	2.17	4.53
2017-09-29 22:00:00	1.8	1.2	1.1	1.3	3.2	3.5	3.2	3.38	1.94	4.33
2017-09-29 23:00:00	2.2	1.1	1.1	1.6	2.9	3.2	2.8	2.92	1.48	3.87
2017-09-30 00:00:00	2.4	1.2	1.1	1.8	2.4	2.7	2.3	2.36	0.95	3.31
2017-09-30 01:00:00	2.5	1.2	1.3	2.0	2.0	2.3	1.9	1.94	0.49	2.85
2017-09-30 02:00:00	2.6	1.4	1.5	2.1	1.7	1.9	1.8	1.54	0.13	2.46
2017-09-30 03:00:00	2.4	1.6	1.8	2.2	1.6	1.7	1.7	1.31	-0.07	2.2
2017-09-30 04:00:00	2.3	1.8	2.0	2.2	1.7	1.8	1.9	1.44	0.1	2.36
2017-09-30 05:00:00	2.1	2.1	2.2	2.0	2.0	2.0	2.2	2.13	0.75	3.02
2017-09-30 06:00:00	1.7	2.2	2.3	1.8	2.2	2.2	2.5	3.08	1.67	4.0
2017-09-30 07:00:00	1.5	2.3	2.2	1.6	2.7	2.6	2.8	3.81	2.36	4.76
2017-09-30 08:00:00	1.4	2.2	2.1	1.5	2.9	2.8	3.0	4.07	2.62	4.99
2017-09-30 09:00:00	1.4	2.1	1.9	1.4	3.0	3.0	2.9	4.04	2.59	4.99
2017-09-30 10:00:00	1.6	1.9	1.8	1.5	2.9	2.9	2.8	3.77	2.33	4.72
2017-09-30 11:00:00	1.9	1.7	1.6	1.7	2.7	2.7	2.6	3.35	1.94	4.3
