Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-07 16:00:00	1.3	0.9	0.7	1.1	3.3	3.5	3.08	1.67	4.1
2017-10-07 17:00:00	2.0	0.8	0.6	1.5	2.4	2.9	2.26	0.82	3.25
2017-10-07 18:00:00	2.6	0.6	0.7	1.9	1.5	2.1	1.44	0.07	2.43
2017-10-07 19:00:00	2.8	0.6	1.0	2.1	0.7	1.2	0.92	-0.46	1.87
2017-10-07 20:00:00	2.7	0.8	1.3	2.2	0.2	0.6	0.62	-0.75	1.57
2017-10-07 21:00:00	2.4	1.1	1.7	2.2	0.1	0.3	0.46	-0.85	1.44
2017-10-07 22:00:00	1.9	1.6	1.9	2.0	0.5	0.4	0.79	-0.52	1.74
2017-10-07 23:00:00	1.4	2.1	2.2	1.7	1.2	0.8	1.74	0.43	2.66
2017-10-08 00:00:00	1.1	2.5	2.2	1.4	2.1	1.6	2.89	1.51	3.87
2017-10-08 01:00:00	0.8	2.5	2.2	1.1	2.8	2.4	3.74	2.33	4.76
2017-10-08 02:00:00	0.6	2.5	2.0	1.0	3.2	3.1	4.1	2.69	5.09
2017-10-08 03:00:00	0.7	2.3	1.7	1.0	3.3	3.2	3.94	2.56	4.95
2017-10-08 04:00:00	1.2	2.0	1.6	1.3	3.0	3.1	3.44	2.03	4.46
2017-10-08 05:00:00	1.8	1.7	1.5	1.7	2.2	2.7	2.72	1.31	3.74
2017-10-08 06:00:00	2.4	1.5	1.4	2.0	1.3	1.9	1.97	0.59	2.99
2017-10-08 07:00:00	2.9	1.4	1.5	2.3	0.6	1.0	1.38	0.03	2.39
2017-10-08 08:00:00	2.9	1.4	1.7	2.5	-0.1	0.3	0.95	-0.39	1.97
2017-10-08 09:00:00	2.7	1.6	1.9	2.4	-0.2	0.0	0.69	-0.66	1.67
2017-10-08 10:00:00	2.2	1.8	2.1	2.3	0.2	0.2	0.69	-0.66	1.64
2017-10-08 11:00:00	1.7	2.1	2.2	2.0	1.0	0.6	1.21	-0.07	2.17
2017-10-08 12:00:00	1.2	2.2	2.2	1.6	1.9	1.4	2.3	1.02	3.28
2017-10-08 13:00:00	0.9	2.3	2.1	1.3	2.9	2.3	3.44	2.03	4.43
2017-10-08 14:00:00	0.6	2.2	1.8	1.1	3.5	3.1	4.0	2.56	4.99
2017-10-08 15:00:00	0.7	1.9	1.5	1.1	3.7	3.5	4.0	2.59	4.99
2017-10-08 16:00:00	1.0	1.6	1.3	1.3	3.5	3.6	3.58	2.17	4.56
2017-10-08 17:00:00	1.6	1.3	1.1	1.5	2.8	3.2	2.85	1.44	3.87
2017-10-08 18:00:00	2.3	1.1	1.0	1.9	2.1	2.6	2.07	0.69	3.08
2017-10-08 19:00:00	2.8	1.0	1.1	2.3	1.2	1.7	1.44	0.07	2.43
2017-10-08 20:00:00	2.9	0.9	1.3	2.5	0.5	0.9	1.02	-0.36	1.97
2017-10-08 21:00:00	2.8	1.2	1.6	2.4	0.1	0.4	0.72	-0.66	1.71
2017-10-08 22:00:00	2.4	1.5	1.9	2.3	0.1	0.2	0.62	-0.72	1.57
2017-10-08 23:00:00	1.8	1.9	2.2	2.1	0.5	0.3	0.98	-0.33	1.9
2017-10-09 00:00:00	1.4	2.3	2.3	1.7	1.3	0.8	1.9	0.62	2.85
2017-10-09 01:00:00	1.0	2.5	2.3	1.3	2.1	1.6	3.08	1.67	4.04
2017-10-09 02:00:00	0.7	2.6	2.1	1.1	2.7	2.3	3.84	2.43	4.86
2017-10-09 03:00:00	0.6	2.4	1.8	1.0	3.1	2.8	4.07	2.66	5.05
2017-10-09 04:00:00	0.7	2.1	1.6	1.0	3.0	3.0	3.84	2.43	4.82
2017-10-09 05:00:00	1.1	1.8	1.4	1.2	2.6	2.8	3.31	1.87	4.3
2017-10-09 06:00:00	1.8				1.8	2.2	2.53	1.12	3.54
