Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-06 19:00:00	2.5	0.4	0.8	1.9	0.1	0.5	0.36	-1.02	1.35
2017-10-06 20:00:00	2.2	0.6	1.1	1.9	-0.1	0.1	0.13	-1.25	1.08
2017-10-06 21:00:00	1.8	1.0	1.3	1.6	0.2	0.2	0.26	-1.05	1.18
2017-10-06 22:00:00	1.3	1.4	1.5	1.3	0.9	0.7	1.15	-0.13	2.07
2017-10-06 23:00:00	0.9	1.7	1.7	1.0	1.8	1.4	2.43	1.05	3.38
2017-10-07 00:00:00	0.5	1.8	1.6	0.7	2.6	2.2	3.35	1.9	4.33
2017-10-07 01:00:00	0.3	1.8	1.4	0.5	3.2	2.9	3.71	2.3	4.69
2017-10-07 02:00:00	0.4	1.5	1.1	0.5	3.4	3.4	3.71	2.3	4.69
2017-10-07 03:00:00	0.7	1.2	0.9	0.7	3.1	3.3	3.28	1.87	4.27
2017-10-07 04:00:00	1.4	1.0	0.7	1.0	2.5	2.9	2.59	1.18	3.58
2017-10-07 05:00:00	2.0	0.7	0.6	1.4	1.6	2.2	1.8	0.43	2.79
2017-10-07 06:00:00	2.5	0.5	0.7	1.7	0.7	1.3	1.18	-0.2	2.17
2017-10-07 07:00:00	2.7	0.6	0.8	1.9	0.1	0.6	0.75	-0.62	1.74
2017-10-07 08:00:00	2.5	0.7	1.1	1.9	-0.1	0.2	0.46	-0.92	1.44
2017-10-07 09:00:00	2.1	1.0	1.3	1.7	0.2	0.1	0.36	-0.95	1.31
2017-10-07 10:00:00	1.6	1.3	1.4	1.4	0.9	0.6	0.79	-0.52	1.74
2017-10-07 11:00:00	1.0	1.5	1.6	1.0	1.8	1.3	1.74	0.43	2.69
2017-10-07 12:00:00	0.6	1.7	1.5	0.7	2.8	2.2	2.82	1.44	3.81
2017-10-07 13:00:00	0.4	1.7	1.3	0.5	3.5	3.1	3.54	2.1	4.53
2017-10-07 14:00:00	0.4	1.5	1.1	0.5	3.9	3.6	3.77	2.36	4.76
2017-10-07 15:00:00	0.7	1.2	0.8	0.7	3.7	3.8	3.64	2.23	4.63
