Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-10-02 07:00:00	2.1	2.5	2.7	2.4	2.0	1.9		3.39	2.32	3.67
2017-10-02 08:00:00	1.7	2.8	2.7	2.2	2.5	2.3		3.85	2.8	4.34
2017-10-02 09:00:00	1.5	2.8	2.6	2.0	3.0	2.8		4.12	2.96	4.63
2017-10-02 10:00:00	1.4	2.7	2.4	1.7	3.3	3.2		3.98	2.77	4.83
2017-10-02 11:00:00	1.5	2.5	2.1	1.7	3.4	3.4		3.88	2.51	4.66
2017-10-02 12:00:00	1.7	2.2	1.9	1.9	3.1	3.3		3.52	1.97	4.36
2017-10-02 13:00:00	2.0	1.9	1.7	2.1	2.8	2.9		2.85	1.41	3.84
2017-10-02 14:00:00	2.4	1.7	1.7	2.3	2.2	2.6		2.17	0.75	3.12
2017-10-02 15:00:00	2.7	1.6	1.8	2.5	1.6	2.0		1.57	0.16	2.53
2017-10-02 16:00:00	2.7	1.6	1.9	2.6	1.3	1.5		1.15	-0.26	2.1
2017-10-02 17:00:00	2.6	1.6	1.9	2.4	1.1	1.3		0.85	-0.52	1.8
2017-10-02 18:00:00	2.1	1.7	2.0	2.3	1.3	1.4		0.72	-0.66	1.67
2017-10-02 19:00:00	1.7	1.9	2.1	2.0	1.8	1.7		0.98	-0.36	1.9
2017-10-02 20:00:00	1.3	2.1	2.1	1.8	2.4	2.1		1.77	0.43	2.69
2017-10-02 21:00:00	1.0	2.2	2.0	1.6	3.0	2.7		2.76	1.35	3.74
2017-10-02 22:00:00	0.9	2.1	1.9	1.4	3.4	3.2		3.35	1.9	4.33
2017-10-02 23:00:00	1.0	2.0	1.7	1.4	3.6	3.5		3.41	2.0	4.4
2017-10-03 00:00:00	1.3	1.8	1.5	1.5	3.5	3.5		3.08	1.67	4.07
2017-10-03 01:00:00	1.7	1.6	1.4	1.8	3.1	3.3		2.53	1.12	3.51
2017-10-03 02:00:00	2.2	1.4	1.4	2.1	2.5	2.8		1.94	0.52	2.89
2017-10-03 03:00:00	2.5	1.4	1.5	2.4	1.8	2.2		1.41	0.0	2.36
2017-10-03 04:00:00	2.6	1.4	1.7	2.6	1.3	1.6		0.98	-0.39	1.94
