Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-25 23:00:00	2.8	1.5	1.9	2.4	1.6	1.8	1.7	1.66	0.36	2.66
2017-09-26 00:00:00	2.6	1.8	2.3	2.3	1.6	1.8	1.9	1.75	0.46	2.79
2017-09-26 01:00:00	2.2	2.2	2.4	2.2	1.9	2.0	2.2	2.04	0.89	3.18
2017-09-26 02:00:00	1.9	2.4	2.5	2.0	2.3	2.5	2.7	2.75	1.61	3.9
2017-09-26 03:00:00	1.7	2.6	2.5	1.8	2.8	3.0	3.2	3.5	2.39	4.79
2017-09-26 04:00:00	1.5	2.6	2.4	1.6	3.2	3.4	3.5	4.06	2.92	5.31
2017-09-26 05:00:00	1.5	2.5	2.2	1.5	3.3	3.5	3.5	4.12	3.05	5.45
2017-09-26 06:00:00	2.0	2.4	2.1	1.5	3.3	3.6	3.3	4.05	2.95	5.31
2017-09-26 07:00:00	2.3	2.2	1.9	1.7	3.0	3.4	3.0	3.78	2.62	5.02
2017-09-26 08:00:00	2.6	2.0	1.7	2.0	2.6	3.1	2.6	3.32	2.1	4.49
2017-09-26 09:00:00	2.9	1.8	1.7	2.2	2.2	2.7	2.2	2.82	1.44	3.84
2017-09-26 10:00:00	3.0	1.7	1.8	2.3	1.8	2.2	2.0	2.23	0.85	3.18
2017-09-26 11:00:00	3.0	1.6	1.9	2.4	1.7	2.1	1.9	1.87	0.52	2.85
2017-09-26 12:00:00	2.8	1.7	2.0	2.3	1.8	2.1	2.3	1.8	0.46	2.79
2017-09-26 13:00:00	2.5	1.8	2.1	2.1	2.1	2.3	2.6	2.03	0.69	2.99
2017-09-26 14:00:00	2.1	2.0	2.2	1.9	2.6	2.8	3.1	2.69	1.35	3.61
2017-09-26 15:00:00	1.9	2.1	2.0	1.6	3.1	3.3	3.7	3.51	2.1	4.49
2017-09-26 16:00:00	1.7	2.1	1.9	1.5	3.6	3.8	4.1	4.13	2.69	5.09
2017-09-26 17:00:00	1.6	1.8	1.7	1.3	4.0	4.2	4.3	4.4	2.99	5.35
2017-09-26 18:00:00	1.7	1.6	1.5	1.2	4.0	4.4	4.2	4.36	2.95	5.35
2017-09-26 19:00:00	2.0	1.5	1.4	1.4	3.8	4.3	4.0	4.04	2.59	4.99
2017-09-26 20:00:00	2.4	1.3	1.3	1.8	3.5	4.0	3.6	3.44	2.03	4.4
2017-09-26 21:00:00	2.9	1.2	1.3	2.0	3.0	3.7	3.2	2.82	1.41	3.77
2017-09-26 22:00:00	3.1	1.3	1.5	2.3	2.5	3.2	2.7	2.26	0.89	3.25
2017-09-26 23:00:00	3.1	1.4	1.8	2.4	2.2	2.8	2.5	1.94	0.56	2.89
2017-09-27 00:00:00	3.1	1.6	2.1	2.4	2.1	2.6	2.5	1.77	0.39	2.72
2017-09-27 01:00:00	2.9	1.9	2.3	2.3	2.1	2.5	2.7	1.84	0.46	2.76
2017-09-27 02:00:00	2.6	2.2	2.4	2.1	2.4	2.8	3.0	2.26	0.95	3.22
2017-09-27 03:00:00	2.3	2.4	2.5	2.0	2.8	3.2	3.4	3.15	1.8	4.1
2017-09-27 04:00:00	2.1	2.6	2.5	1.8	3.3	3.6	3.8	4.07	2.62	5.02
2017-09-27 05:00:00	1.9	2.5	2.4	1.6	3.7	4.1	4.0	4.53	3.08	5.48
2017-09-27 06:00:00	1.9	2.4	2.2	1.6	3.8	4.3	4.1	4.59	3.18	5.54
2017-09-27 07:00:00	2.0	2.2	2.0	1.6	3.7	4.3	4.0	4.43	2.99	5.38
2017-09-27 08:00:00	2.3	2.0	1.9	1.8	3.6	4.0	3.7	3.97	2.56	4.95
2017-09-27 09:00:00	2.7	1.9	1.8	1.9	3.2	3.8	3.4	3.35	1.94	4.33
2017-09-27 10:00:00	2.8	1.7	1.7	2.1	2.7	3.4	3.1	2.72	1.35	3.71
2017-09-27 11:00:00	2.9	1.5	1.8	2.2	2.5	3.1	2.8	2.26	0.85	3.22
2017-09-27 12:00:00	2.9	1.5	1.7	2.2	2.4	2.8	2.9	1.94	0.56	2.89
2017-09-27 13:00:00	2.7	1.5	1.8	2.1	2.4	2.8	3.1	1.8	0.43	2.76
2017-09-27 14:00:00	2.4	1.6	1.9	2.0	2.7	3.1	3.4	1.87	0.49	2.79
2017-09-27 15:00:00	2.1	1.6	1.8	1.7	3.3	3.5	3.9	2.33	0.98	3.25
2017-09-27 16:00:00	1.8	1.7	1.7	1.5	3.8	3.9	4.4	3.12	1.74	4.07
2017-09-27 17:00:00	1.7	1.7	1.6	1.3	4.2	4.5	4.7	3.84	2.43	4.79
2017-09-27 18:00:00	1.7	1.6	1.4	1.2	4.5	4.8	4.9	4.27	2.82	5.22
2017-09-27 19:00:00	1.8	1.4	1.4	1.3	4.5	4.9	4.8	4.23	2.79	5.18
2017-09-27 20:00:00	2.2	1.3	1.3	1.5	4.3	4.8	4.5	3.84	2.43	4.79
2017-09-27 21:00:00	2.6	1.1	1.2	1.7	3.9	4.5	4.1	3.28	1.87	4.23
2017-09-27 22:00:00	3.0	1.1	1.3	2.0	3.4	4.0	3.6	2.69	1.28	3.64
2017-09-27 23:00:00	3.2	1.1	1.5	2.2	3.0	3.6	3.2	2.17	0.79	3.12
2017-09-28 00:00:00	3.3	1.4	1.8	2.4	2.6	3.2	3.0	1.87	0.49	2.79
2017-09-28 01:00:00	3.1	1.6	2.0	2.4	2.5	2.9	2.9	1.74	0.36	2.69
2017-09-28 02:00:00	2.9	1.9	2.3	2.4	2.5	2.9	3.0	1.87	0.52	2.79
2017-09-28 03:00:00	2.6	2.2	2.4	2.2	2.8	3.1	3.3	2.39	1.02	3.31
2017-09-28 04:00:00	2.5	2.4	2.5	2.2	3.1	3.4	3.6	3.15	1.77	4.1
2017-09-28 05:00:00	2.3	2.6	2.6	2.0	3.5	3.7	4.0	3.87	2.46	4.82
2017-09-28 06:00:00	2.0	2.6	2.5	1.9	3.8	3.9	4.1	4.3	2.85	5.25
2017-09-28 07:00:00	2.0	2.6	2.4	1.7	3.9	4.1	4.1	4.36	2.92	5.31
2017-09-28 08:00:00	2.2	2.4	2.2	1.7	3.8	4.0	3.8	4.2	2.79	5.15
2017-09-28 09:00:00	2.3	2.2	2.1	1.9	3.4	3.8	3.5	3.87	2.43	4.82
2017-09-28 10:00:00	2.7	2.0	2.0	2.1	3.0	3.5	3.2	3.35	1.9	4.3
