Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-25 13:00:00	2.0	1.4	1.4	1.4	2.3	2.1	2.7	2.1	0.79	3.05
2017-09-25 14:00:00	1.7	1.5	1.4	1.3	2.9	2.6	3.3	2.99	1.64	3.94
2017-09-25 15:00:00	1.5	1.7	1.4	1.1	3.6	3.3	3.9	3.86	2.23	4.89
2017-09-25 16:00:00	1.4	1.5	1.2	0.9	4.0	3.8	4.2	4.16	2.66	5.28
2017-09-25 17:00:00	1.5	1.3	1.0	0.9	4.1	4.0	4.2	4.12	2.58	5.18
2017-09-25 18:00:00	1.8	1.1	0.8	1.0	4.0	4.1	3.9	3.87	2.39	4.82
2017-09-25 19:00:00	2.2	0.9	0.7	1.4	3.6	3.8	3.5	3.38	1.97	4.33
2017-09-25 20:00:00	2.7	0.9	0.8	1.7	3.0	3.3	2.9	2.82	1.41	3.77
2017-09-25 21:00:00	3.0	0.9	0.9	1.9	2.4	2.9	2.4	2.26	0.85	3.22
2017-09-25 22:00:00	3.0	1.0	1.2	2.1	2.0	2.4	2.1	1.84	0.46	2.79
2017-09-25 23:00:00	2.9	1.2	1.5	2.3	1.8	2.1	2.0	1.64	0.3	2.59
2017-09-26 00:00:00	2.8	1.5	1.8	2.2	1.8	2.0	2.1	1.71	0.33	2.66
2017-09-26 01:00:00	2.4	2.0	2.0	2.1	2.1	2.2	2.4	2.07	0.72	3.02
2017-09-26 02:00:00	2.1	2.2	2.1	1.9	2.5	2.6	2.9	2.82	1.48	3.77
2017-09-26 03:00:00	2.0	2.5	2.1	1.7	3.1	3.2	3.4	3.74	2.36	4.72
2017-09-26 04:00:00	1.8	2.5	2.0	1.6	3.5	3.6	3.7	4.4	2.99	5.41
2017-09-26 05:00:00	1.7	2.3	1.8	1.5	3.7	3.8	3.8	4.59	3.18	5.58
2017-09-26 06:00:00	2.0	2.3	1.8	1.5	3.8	4.0	3.7	4.43	3.05	5.41
2017-09-26 07:00:00	2.3	2.0	1.6	1.7	3.5	3.8	3.4	4.04	2.62	5.05
2017-09-26 08:00:00	2.6	1.8	1.4	2.1	3.0	3.4	3.0	3.44	2.03	4.43
2017-09-26 09:00:00	2.9	1.6	1.4	2.3	2.7	3.1	2.6	2.76	1.38	3.74
2017-09-26 10:00:00	3.0	1.5	1.5	2.4	2.3	2.6	2.3	2.2	0.85	3.18
2017-09-26 11:00:00	3.0	1.6	1.7	2.5	2.1	2.4	2.3	1.9	0.56	2.89
2017-09-26 12:00:00	2.8	1.7	1.8	2.4	2.1	2.3	2.5	1.8	0.46	2.79
2017-09-26 13:00:00	2.5	1.8	1.9	2.3	2.4	2.5	2.8	1.94	0.59	2.89
2017-09-26 14:00:00	2.1	2.0	2.0	2.1	2.9	2.9	3.3	2.43	1.08	3.38
2017-09-26 15:00:00	2.0	2.1	1.9	1.8	3.4	3.4	3.9	3.22	1.84	4.17
2017-09-26 16:00:00	1.8	2.2	1.9	1.7	3.9	3.9	4.3	3.97	2.56	4.95
2017-09-26 17:00:00	1.7	2.0	1.7	1.6	4.3	4.2	4.5	4.46	3.02	5.41
2017-09-26 18:00:00	1.9	1.8	1.5	1.6	4.3	4.4	4.4	4.49	3.05	5.48
2017-09-26 19:00:00	2.2	1.6	1.4	1.8	4.1	4.3	4.1	4.13	2.69	5.09
2017-09-26 20:00:00	2.6	1.4	1.3	2.1	3.7	4.1	3.8	3.51	2.1	4.49
2017-09-26 21:00:00	3.0	1.4	1.4	2.3	3.3	3.7	3.3	2.85	1.44	3.84
2017-09-26 22:00:00	3.1	1.5	1.6	2.7	2.8	3.2	2.8	2.3	0.92	3.28
2017-09-26 23:00:00	3.1	1.6	1.8	2.8	2.4	2.9	2.6	1.94	0.56	2.89
2017-09-27 00:00:00	3.0	1.9	2.1	2.8	2.3	2.7	2.6	1.71	0.33	2.66
2017-09-27 01:00:00	2.8	2.2	2.3	2.7	2.3	2.6	2.8	1.67	0.33	2.62
2017-09-27 02:00:00	2.5	2.5	2.4	2.5	2.6	2.8	3.1	2.1	0.79	3.02
2017-09-27 03:00:00	2.2	2.7	2.5	2.4	3.0	3.2	3.5	2.99	1.64	3.94
2017-09-27 04:00:00	2.0	2.9	2.5	2.2	3.4	3.6	3.8	3.97	2.56	4.95
2017-09-27 05:00:00	1.8	2.7	2.4	2.0	3.8	4.0	4.0	4.56	3.12	5.54
2017-09-27 06:00:00	1.8	2.6	2.2	2.0	3.9	4.2	4.1	4.66	3.25	5.64
2017-09-27 07:00:00	1.9	2.4	2.0	2.0	3.9	4.3	4.0	4.46	3.05	5.45
2017-09-27 08:00:00	2.2	2.2	1.9	2.1	3.7	4.0	3.7	4.04	2.62	5.02
2017-09-27 09:00:00	2.6	2.1	1.8	2.3	3.4	3.8	3.4	3.44	2.03	4.4
2017-09-27 10:00:00	2.7	1.9	1.7	2.5	2.9	3.4	3.1	2.89	1.48	3.84
2017-09-27 11:00:00	2.8	1.7	1.8	2.6	2.7	3.2	2.8	2.46	1.08	3.41
2017-09-27 12:00:00	2.8	1.7	1.7	2.6	2.6	2.9	2.9	2.2	0.82	3.15
2017-09-27 13:00:00	2.6	1.7	1.8	2.4	2.6	2.9	3.1			
2017-09-27 14:00:00	2.3	1.7	1.8	2.4	2.9	3.1	3.4			
2017-09-27 15:00:00	2.1	1.8	1.8	2.1	3.4	3.5	3.9			
2017-09-27 16:00:00	1.8	1.9	1.7	1.9	3.8	3.8	4.3			
2017-09-27 17:00:00	1.7	1.9	1.6	1.7	4.2	4.3	4.6			
2017-09-27 18:00:00	1.7	1.8	1.4	1.6	4.5	4.6	4.8			
2017-09-27 19:00:00	1.8	1.6	1.4	1.7	4.5	4.7	4.7			
2017-09-27 20:00:00	2.1	1.5	1.3	1.8	4.4	4.6	4.4			
2017-09-27 21:00:00	2.6	1.3	1.2	2.0	4.0	4.3	4.1			
2017-09-27 22:00:00	3.0	1.3	1.3	2.3	3.5	3.9	3.6			
2017-09-27 23:00:00	3.1	1.4	1.4	2.6	3.2	3.5	3.2			
2017-09-28 00:00:00	3.2	1.6	1.8	2.7	2.8	3.1	3.0			
2017-09-28 01:00:00	3.0	1.8	2.0	2.8	2.7	2.9	2.9			
2017-09-28 02:00:00	2.9	2.1	2.2	2.7	2.7	2.8	3.0			
2017-09-28 03:00:00	2.6	2.3	2.4	2.6	3.0	3.0	3.2			
2017-09-28 04:00:00	2.4	2.6	2.5	2.5	3.2	3.3	3.5			
2017-09-28 05:00:00	2.3	2.7	2.6	2.3	3.7	3.6	3.9			
2017-09-28 06:00:00	2.1				3.9	3.8	4.0			
2017-09-28 07:00:00	2.1				4.0	4.0	4.0			
2017-09-28 08:00:00	2.2				3.9	3.9	3.8			
