Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-05 15:00:00	1.8	1.3	1.0	1.4	2.4	2.8	2.82	1.41	3.81
2017-10-05 16:00:00	2.4	1.0	0.9	1.8	1.6	2.1	2.13	0.75	3.12
2017-10-05 17:00:00	2.8	0.8	1.1	2.1	0.8	1.3	1.54	0.16	2.49
2017-10-05 18:00:00	2.8	0.9	1.3	2.2	0.3	0.8	1.12	-0.26	2.1
2017-10-05 19:00:00	2.6	1.1	1.5	2.3	0.0	0.3	0.79	-0.59	1.77
2017-10-05 20:00:00	2.2	1.3	1.7	2.0	0.2	0.2	0.69	-0.69	1.61
2017-10-05 21:00:00	1.7	1.7	1.9	1.7	0.7	0.5	1.05	-0.26	1.97
2017-10-05 22:00:00	1.3	2.0	1.9	1.5	1.5	1.1	2.0	0.66	2.92
2017-10-05 23:00:00	0.9	2.1	1.8	1.2	2.3	1.9	3.12	1.71	4.07
2017-10-06 00:00:00	0.7	2.1	1.6	1.0	3.0	2.7	3.81	2.36	4.79
2017-10-06 01:00:00	0.6	1.8	1.4	0.8	3.3	3.1	3.9	2.46	4.89
2017-10-06 02:00:00	0.9	1.5	1.2	0.9	3.1	3.2	3.51	2.1	4.49
2017-10-06 03:00:00	1.4	1.3	1.0	1.1	2.6	2.9	2.82	1.41	3.81
2017-10-06 04:00:00	2.1	1.1	0.9	1.5	1.8	2.2	2.1	0.69	3.05
2017-10-06 05:00:00	2.6	1.0	0.9	1.9	0.9	1.5	1.48	0.1	2.43
2017-10-06 06:00:00	2.6	0.8	1.1	2.1	0.2	0.7	1.02	-0.36	1.97
2017-10-06 07:00:00	2.5	0.9	1.3	2.2	-0.2	0.1	0.66	-0.75	1.61
2017-10-06 08:00:00	2.1	1.1	1.6	2.0	0.0	0.0	0.36	-0.98	1.31
2017-10-06 09:00:00	1.7	1.5	1.7	1.7	0.5	0.3	0.46	-0.85	1.41
2017-10-06 10:00:00	1.2	1.8	1.8	1.4	1.3	0.9	1.28	-0.03	2.2
2017-10-06 11:00:00	0.7	1.9	1.8	1.0	2.2	1.7	2.46	1.08	3.41
2017-10-06 12:00:00	0.4	1.9	1.6	0.8	2.9	2.5	3.38	1.94	4.36
2017-10-06 13:00:00	0.3	1.7	1.2	0.7	3.5	3.2	3.64	2.23	4.63
2017-10-06 14:00:00	0.5	1.3	0.9	0.7	3.4	3.4	3.41	1.97	4.4
2017-10-06 15:00:00	1.0	1.0	0.7	1.0	3.0	3.2	2.82	1.41	3.81
2017-10-06 16:00:00	1.6	0.7	0.6	1.2	2.4	2.8	2.17	0.75	3.15
2017-10-06 17:00:00	2.2	0.5	0.6	1.7	1.5	2.0	1.51	0.1	2.49
2017-10-06 18:00:00	2.6	0.5	0.7	1.9	0.6	1.2	0.95	-0.43	1.9
2017-10-06 19:00:00	2.5	0.6	1.0	2.0	0.1	0.5	0.52	-0.85	1.51
2017-10-06 20:00:00	2.2	0.7	1.3	2.0	-0.1	0.1	0.26	-1.08	1.21
2017-10-06 21:00:00	1.8	1.1	1.5	1.7	0.3	0.2	0.3	-1.05	1.25
2017-10-06 22:00:00	1.3	1.5	1.7	1.4	0.9	0.7	0.89	-0.43	1.8
2017-10-06 23:00:00	0.8	1.8	1.8	1.1	1.8	1.4	1.97	0.66	2.92
