Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-07 00:00:00	0.4	1.9	1.7	0.8	2.6	2.2	3.08	1.67	4.1
2017-10-07 01:00:00	0.3	1.9	1.5	0.6	3.2	2.9	3.67	2.23	4.66
2017-10-07 02:00:00	0.4	1.6	1.2	0.6	3.4	3.4	3.71	2.3	4.69
2017-10-07 03:00:00	0.7	1.3	1.0	0.8	3.1	3.2	3.31	1.9	4.3
2017-10-07 04:00:00	1.3	1.2	0.8	1.2	2.5	2.9	2.59	1.18	3.58
2017-10-07 05:00:00	2.0	0.9	0.8	1.6	1.6	2.2	1.8	0.39	2.79
2017-10-07 06:00:00	2.5	0.7	0.9	1.8	0.7	1.3	1.15	-0.2	2.13
2017-10-07 07:00:00	2.6	0.7	1.0	2.1	0.1	0.6	0.75	-0.62	1.74
2017-10-07 08:00:00	2.5	0.8	1.3	2.1	-0.1	0.1	0.49	-0.89	1.44
2017-10-07 09:00:00	2.1	1.1	1.5	1.9	0.2	0.1	0.43	-0.92	1.35
2017-10-07 10:00:00	1.5	1.4	1.6	1.6	0.9	0.6	0.85	-0.46	1.8
2017-10-07 11:00:00	1.0	1.6	1.7	1.2	1.8	1.4	1.8	0.49	2.76
2017-10-07 12:00:00	0.6	1.9	1.7	0.9	2.8	2.2	2.82	1.44	3.81
2017-10-07 13:00:00	0.4	1.8	1.4	0.7	3.5	3.1	3.48	2.07	4.49
2017-10-07 14:00:00	0.4	1.6	1.2	0.6	3.9	3.6	3.67	2.26	4.66
2017-10-07 15:00:00	0.7	1.3	0.9	0.7	3.7	3.8	3.51	2.07	4.49
2017-10-07 16:00:00	1.3	0.9	0.7	1.0	3.2	3.5	2.99	1.54	3.97
2017-10-07 17:00:00	2.0	0.7	0.6	1.5	2.4	2.9	2.17	0.72	3.15
2017-10-07 18:00:00	2.5	0.5	0.7	1.9	1.5	2.1	1.38	0.0	2.33
2017-10-07 19:00:00	2.8	0.5	0.9	2.1	0.7	1.2	0.89	-0.49	1.84
2017-10-07 20:00:00	2.7	0.8	1.2	2.2	0.2	0.6	0.59	-0.79	1.57
2017-10-07 21:00:00	2.4	1.1	1.7	2.1	0.1	0.3	0.43	-0.92	1.38
2017-10-07 22:00:00	1.9	1.6	1.9	2.0	0.5	0.4	0.69	-0.62	1.61
2017-10-07 23:00:00	1.4	2.1	2.1	1.7	1.2	0.8	1.67	0.36	2.59
2017-10-08 00:00:00	1.1	2.4	2.2	1.4	2.1	1.6	2.89	1.51	3.87
2017-10-08 01:00:00	0.8	2.5	2.1	1.1	2.8	2.4	3.77	2.36	4.79
2017-10-08 02:00:00	0.6	2.5	2.0	1.0	3.2	3.0	4.1	2.69	5.12
2017-10-08 03:00:00	0.7	2.2	1.7	1.0	3.3	3.2	3.97	2.56	4.99
2017-10-08 04:00:00	1.2	1.9	1.6	1.3	3.0	3.1	3.44	2.03	4.46
2017-10-08 05:00:00	1.8	1.6	1.4	1.7	2.2	2.6	2.72	1.31	3.74
2017-10-08 06:00:00	2.4				1.3	1.9	1.97	0.59	2.99
2017-10-08 07:00:00	2.9				0.5	1.0	1.41	0.03	2.39
2017-10-08 08:00:00	2.9				-0.1	0.3	0.98	-0.39	2.0
2017-10-08 09:00:00	2.7				-0.2	-0.1	0.72	-0.62	1.71
2017-10-08 10:00:00	2.1				0.2	0.2	0.72	-0.59	1.67
2017-10-08 11:00:00	1.7				1.0	0.6	1.28	-0.03	2.23
