Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-27 19:00:00	1.5	1.2	1.1	1.3	4.5	4.6	4.5	3.81	2.39	4.72
2017-09-27 20:00:00	1.8	1.0	1.0	1.5	4.3	4.5	4.2	3.77	2.36	4.69
2017-09-27 21:00:00	2.2	0.9	1.0	1.7	3.9	4.2	3.9	3.71	2.23	4.66
2017-09-27 22:00:00	2.6	0.9	1.1	2.0	3.4	3.7	3.4	3.15	1.71	4.13
2017-09-27 23:00:00	2.8	0.9	1.2	2.2	2.9	3.2	3.0	2.39	1.02	3.35
2017-09-28 00:00:00	2.9	1.1	1.5	2.4	2.5	2.8	2.8	1.94	0.52	2.85
2017-09-28 01:00:00	2.8	1.4	1.8	2.4	2.3	2.5	2.8	1.71	0.33	2.62
2017-09-28 02:00:00	2.7	1.7	2.0	2.4	2.4	2.5	2.8	1.8	0.43	2.69
2017-09-28 03:00:00	2.4	1.9	2.2	2.3	2.6	2.6	3.1	2.3	0.92	3.22
2017-09-28 04:00:00	2.3	2.2	2.3	2.2	2.9	3.0	3.4	3.05	1.67	3.97
2017-09-28 05:00:00	2.1	2.4	2.4	2.0	3.4	3.2	3.7	3.74	2.33	4.69
2017-09-28 06:00:00	1.8	2.4	2.3	1.9	3.7	3.6	3.9	4.13	2.69	5.09
2017-09-28 07:00:00	1.8	2.4	2.2	1.8	3.8	3.7	3.9	4.17	2.72	5.09
2017-09-28 08:00:00	2.0	2.2	2.0	1.8	3.7	3.7	3.7	4.0	2.56	4.92
2017-09-28 09:00:00	2.2	2.0	1.9	2.0	3.4	3.4	3.3	3.71	2.3	4.66
2017-09-28 10:00:00	2.5	1.8	1.8	2.2	2.9	3.1	3.0	3.25	1.8	4.2
2017-09-28 11:00:00	2.8	1.6	1.7	2.4	2.5	2.7	2.6	2.62	1.21	3.54
2017-09-28 12:00:00	2.8	1.4	1.7	2.4	2.2	2.4	2.4	2.13	0.72	3.02
2017-09-28 13:00:00	2.7	1.3	1.7	2.4	2.1	2.2	2.5	1.84	0.39	2.72
2017-09-28 14:00:00	2.5	1.2	1.7	2.2	2.2	2.2	2.7	1.67	0.26	2.56
2017-09-28 15:00:00	2.2	1.2	1.6	2.0	2.5	2.4	2.9	1.74	0.33	2.62
2017-09-28 16:00:00	1.9	1.2	1.6	1.7	2.8	2.7	3.2	2.2	0.79	3.08
2017-09-28 17:00:00	1.6	1.3	1.4	1.5	3.2	3.1	3.6	2.92	1.51	3.81
2017-09-28 18:00:00	1.4	1.2	1.3	1.2	3.6	3.5	3.8	3.58	2.13	4.49
2017-09-28 19:00:00	1.4	1.0	1.0	1.2	3.7	3.7	3.9	3.94	2.46	4.82
2017-09-28 20:00:00	1.5	0.9	0.9	1.0	3.8	3.7	3.8	3.9	2.43	4.79
2017-09-28 21:00:00	1.7	0.7	0.8	1.1	3.5	3.5	3.6	3.44	1.94	4.33
2017-09-28 22:00:00	2.0	0.6	0.6	1.3	3.2	3.3	3.2	2.76	1.25	3.61
2017-09-28 23:00:00	2.3	0.5	0.6	1.5	2.7	2.9	2.7	2.1	0.66	2.95
