Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-06 09:00:00	1.6	1.5	1.7	1.7	0.4	0.2	0.3	-1.02	1.21
2017-10-06 10:00:00	1.1	1.8	1.8	1.4	1.2	0.8	1.05	-0.26	1.97
2017-10-06 11:00:00	0.5	1.9	1.8	1.0	2.2	1.6	2.23	0.89	3.18
2017-10-06 12:00:00	0.3	1.9	1.6	0.8	2.9	2.5	3.22	1.77	4.2
2017-10-06 13:00:00	0.2	1.7	1.2	0.7	3.5	3.1	3.61	2.17	4.59
2017-10-06 14:00:00	0.4	1.3	0.9	0.7	3.4	3.4	3.48	2.03	4.46
2017-10-06 15:00:00	0.9	1.0	0.7	1.0	3.0	3.2	2.92	1.51	3.9
2017-10-06 16:00:00	1.5	0.7	0.6	1.2	2.5	2.7	2.23	0.82	3.22
2017-10-06 17:00:00	2.1	0.5	0.6	1.7	1.5	1.9	1.54	0.13	2.53
2017-10-06 18:00:00	2.5	0.5	0.7	1.9	0.7	1.2	0.95	-0.43	1.9
2017-10-06 19:00:00	2.4	0.6	1.0	2.0	0.1	0.5	0.56	-0.85	1.51
2017-10-06 20:00:00	2.1	0.7	1.3	2.0	0.0	0.0	0.3	-1.08	1.25
2017-10-06 21:00:00	1.7	1.1	1.5	1.7	0.3	0.2	0.39	-0.95	1.31
2017-10-06 22:00:00	1.2	1.5	1.7	1.4	0.9	0.6	1.12	-0.2	2.03
2017-10-06 23:00:00	0.8	1.8	1.8	1.1	1.7	1.3	2.26	0.89	3.18
2017-10-07 00:00:00	0.4	1.9	1.7	0.8	2.6	2.0	3.28	1.84	4.27
2017-10-07 01:00:00	0.2	1.9	1.5	0.6	3.2	2.8	3.74	2.33	4.72
2017-10-07 02:00:00	0.4	1.6	1.2	0.6	3.4	3.3	3.77	2.33	4.76
2017-10-07 03:00:00	0.7	1.3	1.0	0.8	3.1	3.2	3.35	1.94	4.33
2017-10-07 04:00:00	1.3	1.2	0.8	1.2	2.5	2.8	2.62	1.21	3.61
2017-10-07 05:00:00	2.0	0.9	0.8	1.6	1.6	2.1	1.84	0.46	2.82
2017-10-07 06:00:00	2.5	0.7	0.9	1.8	0.8	1.3	1.21	-0.16	2.2
2017-10-07 07:00:00	2.6	0.7	1.0	2.1	0.1	0.5	0.82	-0.56	1.8
2017-10-07 08:00:00	2.4	0.8	1.3	2.1	0.0	0.1	0.52	-0.85	1.48
2017-10-07 09:00:00	2.0	1.1	1.5	1.9	0.3	0.0	0.36	-0.95	1.31
2017-10-07 10:00:00	1.5	1.4	1.6	1.6	0.9	0.6	0.72	-0.56	1.67
2017-10-07 11:00:00	1.0	1.6	1.7	1.2	1.8	1.3	1.74	0.46	2.69
2017-10-07 12:00:00	0.6	1.9	1.7	0.9	2.8	2.1	2.95	1.57	3.97
2017-10-07 13:00:00	0.3	1.8	1.4	0.7	3.5	3.0			
2017-10-07 14:00:00	0.3	1.6	1.2	0.6	3.8	3.5			
2017-10-07 15:00:00	0.6	1.3	0.9	0.7	3.7	3.7			
2017-10-07 16:00:00	1.2	0.9	0.7	1.0	3.2	3.4			
2017-10-07 17:00:00	2.0	0.7	0.6	1.5	2.4	2.8			
2017-10-07 18:00:00	2.5	0.5	0.7	1.9	1.5	1.9			
