Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-05 07:00:00	2.4	1.5	1.9	2.4	0.1	0.2	0.52	-0.85	1.48
2017-10-05 08:00:00	2.0	1.8	2.1	2.2	0.5	0.3	0.59	-0.75	1.51
2017-10-05 09:00:00	1.5	2.1	2.1	1.8	1.2	0.8	1.21	-0.1	2.13
2017-10-05 10:00:00	1.1	2.3	2.1	1.5	2.1	1.5	2.23	0.89	3.18
2017-10-05 11:00:00	0.8	2.4	2.0	1.2	2.8	2.3	3.18	1.77	4.2
2017-10-05 12:00:00	0.4	2.1	1.7	1.0	3.2	2.9	3.67	2.26	4.66
2017-10-05 13:00:00	0.5	1.9	1.4	1.0	3.4	3.3	3.74	2.33	4.72
2017-10-05 14:00:00	0.8	1.6	1.1	1.1	3.2	3.2	3.44	2.03	4.43
2017-10-05 15:00:00	1.4	1.3	1.0	1.4	2.6	2.8	2.92	1.51	3.9
2017-10-05 16:00:00	2.0	1.0	0.9	1.8	1.7	2.1	2.23	0.82	3.22
2017-10-05 17:00:00	2.4	0.8	1.1	2.1	0.9	1.3	1.54	0.13	2.49
2017-10-05 18:00:00	2.5	0.9	1.3	2.2	0.2	0.6	0.98	-0.39	1.94
2017-10-05 19:00:00	2.3	1.1	1.5	2.3	0.0	0.2	0.69	-0.69	1.64
2017-10-05 20:00:00	1.9	1.3	1.7	2.0	0.2	0.1	0.62	-0.72	1.57
2017-10-05 21:00:00	1.4	1.7	1.9	1.7	0.7	0.4	1.02	-0.33	1.94
2017-10-05 22:00:00	1.0	2.0	1.9	1.5	1.5	1.0	1.94	0.62	2.85
2017-10-05 23:00:00	0.6	2.1	1.8	1.2	2.2	1.8	3.02	1.61	4.0
2017-10-06 00:00:00	0.3	2.1	1.6	1.0	2.9	2.5	3.71	2.26	4.66
2017-10-06 01:00:00	0.2	1.8	1.4	0.8	3.3	3.0	3.84	2.43	4.82
2017-10-06 02:00:00	0.5	1.5	1.2	0.9	3.1	3.1	3.54	2.13	4.53
2017-10-06 03:00:00	1.0	1.3	1.0	1.1	2.6	2.8	2.89	1.48	3.87
2017-10-06 04:00:00	1.8	1.1	0.9	1.5	1.8	2.2	2.13	0.72	3.12
2017-10-06 05:00:00	2.3	1.0	0.9	1.9	1.0	1.5	1.48	0.1	2.46
2017-10-06 06:00:00	2.5	0.8	1.1	2.1	0.2	0.6	1.02	-0.39	1.97
2017-10-06 07:00:00	2.4	0.9	1.3	2.2	-0.2	0.0	0.62	-0.79	1.57
2017-10-06 08:00:00	2.0	1.1	1.6	2.0	-0.1	-0.1	0.3	-1.08	1.25
