Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-09-26 19:00:00	2.2	1.5	1.4	1.5	4.0	4.1	4.0	3.64	2.23	4.63
2017-09-26 20:00:00	2.6	1.3	1.3	1.8	3.6	3.9	3.7	3.18	1.77	4.13
2017-09-26 21:00:00	3.0	1.2	1.2	2.0	3.2	3.5	3.3	2.72	1.31	3.67
2017-09-26 22:00:00	3.2	1.3	1.4	2.3	2.7	3.1	2.8	2.33	0.95	3.31
2017-09-26 23:00:00	3.2	1.4	1.6	2.5	2.3	2.8	2.6	2.03	0.66	3.02
2017-09-27 00:00:00	3.2	1.6	1.9	2.5	2.2	2.7	2.6	1.84	0.46	2.79
2017-09-27 01:00:00	3.0	1.9	2.1	2.4	2.2	2.6	2.8	1.87	0.52	2.82
2017-09-27 02:00:00	2.7	2.2	2.2	2.2	2.5	2.8	3.1	2.26	0.92	3.22
2017-09-27 03:00:00	2.4	2.4	2.3	2.1	2.9	3.2	3.5	3.05	1.71	4.0
2017-09-27 04:00:00	2.2	2.6	2.4	1.9	3.3	3.6	3.9	3.87	2.46	4.86
2017-09-27 05:00:00	2.0	2.5	2.3	1.7	3.7	4.0	4.1	4.33	2.92	5.31
2017-09-27 06:00:00	2.0	2.4	2.1	1.7	3.8	4.2	4.1	4.46	3.05	5.41
2017-09-27 07:00:00	2.1	2.2	1.9	1.7	3.8	4.3	4.0	4.36	2.95	5.35
2017-09-27 08:00:00	2.4	2.0	1.8	1.9	3.6	4.0	3.7	4.04	2.59	4.99
2017-09-27 09:00:00	2.8	1.9	1.7	2.0	3.3	3.8	3.4	3.41	1.97	4.36
2017-09-27 10:00:00	2.9	1.7	1.6	2.2	2.8	3.4	3.1	2.72	1.31	3.67
2017-09-27 11:00:00	3.0	1.5	1.7	2.3	2.6	3.2	2.8	2.2	0.82	3.15
2017-09-27 12:00:00	3.0	1.5	1.6	2.3	2.5	2.9	2.9	1.9	0.49	2.82
2017-09-27 13:00:00	2.8	1.5	1.7	2.2	2.5	2.9	3.1	1.77	0.39	2.72
2017-09-27 14:00:00	2.5	1.5	1.7	2.1	2.8	3.1	3.5	1.87	0.49	2.79
2017-09-27 15:00:00	2.2	1.6	1.7	1.8	3.3	3.6	4.0	2.33	0.98	3.25
2017-09-27 16:00:00	1.9	1.6	1.6	1.6	3.8	3.9	4.4	3.08	1.71	4.04
2017-09-27 17:00:00	1.8	1.6	1.5	1.4	4.2	4.4	4.7	3.81	2.36	4.76
2017-09-27 18:00:00	1.9	1.6	1.3	1.3	4.4	4.7	4.9	4.2	2.76	5.15
2017-09-27 19:00:00	2.0	1.4	1.2	1.4	4.4	4.8	4.7	4.17	2.72	5.12
2017-09-27 20:00:00	2.3	1.3	1.2	1.5	4.3	4.7	4.5	3.77	2.36	4.72
2017-09-27 21:00:00	2.8	1.1	1.1	1.7	3.9	4.4	4.1	3.22	1.8	4.17
2017-09-27 22:00:00	3.2	1.1	1.2	2.1	3.4	4.0	3.6	2.62	1.21	3.58
2017-09-27 23:00:00	3.3	1.2	1.3	2.3	3.1	3.5	3.2	2.13	0.72	3.05
2017-09-28 00:00:00	3.4	1.4	1.7	2.4	2.7	3.1	3.0	1.8	0.39	2.72
2017-09-28 01:00:00	3.2	1.6	1.9	2.4	2.6	2.9	3.0	1.67	0.3	2.59
2017-09-28 02:00:00	3.0	1.9	2.1	2.4	2.6	2.9	3.1	1.8	0.43	2.72
2017-09-28 03:00:00	2.8	2.2	2.3	2.3	2.9	3.1	3.3	2.33	0.95	3.25
2017-09-28 04:00:00	2.6	2.4	2.4	2.2	3.1	3.4	3.6	3.08	1.71	4.04
2017-09-28 05:00:00	2.4	2.5	2.5	2.0	3.6	3.7	4.0	3.84	2.39	4.76
2017-09-28 06:00:00	2.1	2.6	2.3	1.9	3.8	3.9	4.1	4.23	2.79	5.18
2017-09-28 07:00:00	2.2	2.5	2.2	1.8	3.9	4.1	4.0	4.3	2.85	5.22
2017-09-28 08:00:00	2.3	2.3	2.0	1.8	3.8	4.0	3.8	4.13	2.69	5.05
2017-09-28 09:00:00	2.5	2.1	1.9	1.9	3.5	3.8	3.5	3.77	2.33	4.72
2017-09-28 10:00:00	2.9	1.9	1.8	2.1	3.0	3.4	3.1	3.22	1.8	4.17
2017-09-28 11:00:00	3.0	1.8	1.7	2.3	2.6	3.0	2.7	2.62	1.21	3.54
2017-09-28 12:00:00	3.1	1.6	1.8	2.4	2.3	2.6	2.5	2.17	0.75	3.08
2017-09-28 13:00:00	2.9	1.5	1.7	2.4	2.2	2.5	2.5	1.87	0.46	2.79
