Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	CBBV2	WASD2	AXTV2	GTND2
2017-10-04 12:00:00	0.9330155227	0.42460730808	0.52548842175	0.7428226477	0.5081773944	0.5256624916	0.4340288425999999	0.5100245563	0.4716805779	0.6719680494932
2017-10-04 13:00:00	0.8759951183	0.504205819406	0.57739099596	0.723792792	0.4238218909	0.4198222689	0.3730248477	0.42637477960000003	0.4003282007	0.67195248027647
2017-10-04 14:00:00	0.7558362252999999	0.57908423447	0.6369398254	0.6592069165000001	0.44179640309999996	0.3800846108	0.44894601279999996	0.42292527679999997	0.46844973230000003	0.6719471341859999
2017-10-04 15:00:00	0.6168796296	0.6670052982	0.677130866	0.56873228665	0.5826045282	0.4577978097	0.6737824857999999	0.58143818669	0.58885594308	0.67194646274938
2017-10-04 16:00:00	0.5071229701	0.7322537026	0.6669995959	0.49706621496000003	0.9626578795999999	0.74030499736	1.0476329272	0.73907298592	0.73315603884	0.6719520897642199
2017-10-04 17:00:00	0.4354158425	0.7401800539	0.6228689069	0.44119988757	1.1541782259	0.9736047377	1.1785868009	0.8834057276	0.8712450193000001	0.67196205845815
2017-10-04 18:00:00	0.4008024953	0.7049392129000001	0.57068420617	0.398823007	1.2741289356999999	1.142207598	1.3002383650999998	1.0035164963	0.981553291	0.67197377307917
2017-10-04 19:00:00	0.4238443424	0.6377053038	0.51481073763	0.39270816890000004	1.2785129041999999	1.1938864399	1.2827710595	1.0718825366	1.028990013	0.6719837582804
2017-10-04 20:00:00	0.60554122044	0.55910809864	0.4508192414	0.49379766329	1.2984109267	1.2152541884	1.3004550894	1.0033188235	0.9537673566	0.67198942183512
2017-10-04 21:00:00	0.7795871533000001	0.49209597172999997	0.40467959972	0.58570721453	1.1628663019999999	1.1669707384999999	1.1015688918	0.8634352539	0.8234991673000001	0.6719870821842
2017-10-04 22:00:00	0.9125859941000001	0.42655578594	0.42469991173	0.663947917	1.0025666636	0.9893170905	0.9343320359999999	0.74116739521	0.70047169187	0.6719785185228
2017-10-04 23:00:00	0.9510482714	0.3972951599	0.47504185151800005	0.7180061841000001	0.79354776849	0.83336613981	0.6919144048999999	0.63319048962	0.59147401749	0.6719646352380899
2017-10-05 00:00:00	0.9580190163	0.44823527412999997	0.54108995295	0.7631725524999999	0.5817917458999999	0.6307071586999999	0.49230382179999993	0.5376648837	0.500098097	0.67195364012906
2017-10-05 01:00:00	0.92496194	0.5225170943999999	0.5966798793	0.7544613193	0.441914537	0.4683312794	0.35861821839999997	0.4550099665	0.42945933480000004	0.6719441946979
2017-10-05 02:00:00	0.8491095435	0.6006908569	0.657637259	0.7200571964	0.40968819019999997	0.369478105	0.37669512489999996	0.4582619309	0.5017413403	0.67193885505357
2017-10-05 03:00:00	0.70955002595	0.6899158044	0.7057546041	0.6404880285	0.47999025859999994	0.38904870770000005	0.5102218246999999	0.61684270584	0.62042056291	0.67193992473608
2017-10-05 04:00:00	0.5770038818200001	0.7599218779	0.7160289551000001	0.55461502038	0.6485116137	0.5141974926	0.715294424	0.7729375951699999	0.7672859885000001	0.67194685763631
2017-10-05 05:00:00	0.4831341586	0.7882762197	0.6888566736	0.48944039674	0.8830253860699999	0.72036686876	0.9403545064	0.9195483779	0.9023098892000001	0.67195804932872
2017-10-05 06:00:00	0.4291549083	0.7802391892	0.640851753	0.43991201469	1.0717578509	0.904879869	1.1058245729	1.0385153731	1.0168019577	0.67197105221126
2017-10-05 07:00:00	0.4120632367	0.7229293432	0.5839442217	0.4059559008	1.1762101838999999	1.0557171236	1.1833434653	1.1168745279999999	1.0788771892	0.67198260587749
2017-10-05 08:00:00	0.4533074734	0.6433084439	0.5218805765500001	0.41553804214	1.1905787832999999	1.1078097171	1.1867951327	1.0911566259	1.0344525731	0.67198984439987
2017-10-05 09:00:00	0.60021931721	0.57941880013	0.46258317007000005	0.47802043869	1.15593325	1.1023458045	1.1199850695	0.9558986367	0.9117804235	0.671991104785589
2017-10-05 10:00:00	0.754935012	0.501650833717	0.42321128236000005	0.57290296591	0.9994927348999999	1.0093948009	0.9117193052299999	0.8243521496	0.782948807	0.6719868647337399
2017-10-05 11:00:00	0.8780152737	0.43432491985	0.42688979876	0.6447487279	0.76012484867	0.80413261822	0.6629714997	0.70851853219	0.66898665025	0.67197671387585
2017-10-05 12:00:00	0.9198821079	0.40864776748	0.4668996752	0.6943251084	0.5418959668	0.6019773758	0.4437803718999999	0.60755013854	0.57027650958	0.6719615513398101
2017-10-05 13:00:00	0.9092962317	0.43131593173	0.51581848566	0.7208068330999999	0.38964099509999994	0.42059309699999997	0.2996308164	0.5169881918	0.4817029713	0.6719468050080399
2017-10-05 14:00:00	0.8404824079	0.49917213040999997	0.56774456876	0.6971522929	0.3394432411999999	0.314051759	0.2980525327	0.44383352789999997	0.4245378886	0.67193561611167
2017-10-05 15:00:00	0.70100727166	0.57410816093	0.6207217838	0.60986234228	0.4010397996999999	0.31029014509999997	0.42483107099999995	0.45328590579999994	0.48569228470000003	0.67193065327837
2017-10-05 16:00:00	0.54799162773	0.6513133702	0.652938849	0.52313303892	0.5799594591999999	0.4375516733	0.6443147105999999	0.6015965147	0.60301045204	0.67193271429572
2017-10-05 17:00:00	0.4515204451	0.7124937399	0.6345918042	0.4513445543	0.822939616527	0.6447993715	0.8927015760899999	0.75009619141	0.7414433178500001	0.67194022602837
2017-10-05 18:00:00	0.39102168039999996	0.7178673760000001	0.5841067429	0.3962552079	1.055332762	0.87526684	1.1118590386	0.8870226775	0.8720108018	0.67195107360791
