	date	wse
0	2017-03-01 00:00:00	1.98
1	2017-03-01 01:00:00	1.95
2	2017-03-01 02:00:00	1.95
3	2017-03-01 03:00:00	1.94
4	2017-03-01 04:00:00	1.94
5	2017-03-01 05:00:00	1.94
6	2017-03-01 06:00:00	1.94
7	2017-03-01 07:00:00	1.94
8	2017-03-01 08:00:00	1.93
9	2017-03-01 09:00:00	1.93
10	2017-03-01 10:00:00	1.93
11	2017-03-01 11:00:00	1.93
12	2017-03-01 12:00:00	1.94
13	2017-03-01 13:00:00	1.93
14	2017-03-01 14:00:00	1.93
15	2017-03-01 15:00:00	1.92
16	2017-03-01 16:00:00	1.94
17	2017-03-01 17:00:00	1.94
18	2017-03-01 18:00:00	1.95
19	2017-03-01 19:00:00	1.96
20	2017-03-01 20:00:00	1.92
21	2017-03-01 21:00:00	1.92
22	2017-03-01 22:00:00	1.9
23	2017-03-01 23:00:00	1.9
24	2017-03-02 00:00:00	1.85
25	2017-03-02 01:00:00	1.83
26	2017-03-02 02:00:00	1.85
27	2017-03-02 03:00:00	1.87
28	2017-03-02 04:00:00	1.87
29	2017-03-02 05:00:00	1.87
30	2017-03-02 06:00:00	1.87
31	2017-03-02 07:00:00	1.89
32	2017-03-02 08:00:00	1.89
33	2017-03-02 09:00:00	1.89
34	2017-03-02 10:00:00	1.87
35	2017-03-02 11:00:00	1.9
36	2017-03-02 12:00:00	1.88
37	2017-03-02 13:00:00	1.88
38	2017-03-02 14:00:00	1.94
39	2017-03-02 15:00:00	1.92
40	2017-03-02 16:00:00	1.95
41	2017-03-02 17:00:00	1.97
42	2017-03-02 18:00:00	2.02
43	2017-03-02 19:00:00	2.05
44	2017-03-02 20:00:00	2.06
45	2017-03-02 21:00:00	2.07
46	2017-03-02 22:00:00	2.13
47	2017-03-02 23:00:00	2.17
48	2017-03-03 00:00:00	2.23
49	2017-03-03 01:00:00	2.29
50	2017-03-03 02:00:00	2.36
51	2017-03-03 03:00:00	2.43
52	2017-03-03 04:00:00	2.51
53	2017-03-03 05:00:00	2.56
54	2017-03-03 06:00:00	2.61
55	2017-03-03 07:00:00	2.65
56	2017-03-03 08:00:00	2.69
57	2017-03-03 09:00:00	2.68
58	2017-03-03 10:00:00	2.72
59	2017-03-03 11:00:00	2.72
60	2017-03-03 12:00:00	2.74
61	2017-03-03 13:00:00	2.73
62	2017-03-03 14:00:00	2.72
63	2017-03-03 15:00:00	2.73
64	2017-03-03 16:00:00	2.72
65	2017-03-03 17:00:00	2.7
66	2017-03-03 18:00:00	2.7
67	2017-03-03 19:00:00	2.69
68	2017-03-03 20:00:00	2.68
69	2017-03-03 21:00:00	2.67
70	2017-03-03 22:00:00	2.66
71	2017-03-03 23:00:00	2.65
72	2017-03-04 00:00:00	2.63
73	2017-03-04 01:00:00	2.62
74	2017-03-04 02:00:00	2.61
75	2017-03-04 03:00:00	2.6
76	2017-03-04 04:00:00	2.59
77	2017-03-04 05:00:00	2.58
78	2017-03-04 06:00:00	2.58
79	2017-03-04 07:00:00	2.57
80	2017-03-04 08:00:00	2.56
81	2017-03-04 09:00:00	2.56
82	2017-03-04 10:00:00	2.55
83	2017-03-04 11:00:00	2.54
84	2017-03-04 12:00:00	2.54
85	2017-03-04 13:00:00	2.53
86	2017-03-04 14:00:00	2.53
87	2017-03-04 15:00:00	2.52
88	2017-03-04 16:00:00	2.52
89	2017-03-04 17:00:00	2.51
90	2017-03-04 18:00:00	2.5
91	2017-03-04 19:00:00	2.49
92	2017-03-04 20:00:00	2.48
93	2017-03-04 21:00:00	2.46
94	2017-03-04 22:00:00	2.45
95	2017-03-04 23:00:00	2.46
96	2017-03-05 00:00:00	2.44
97	2017-03-05 01:00:00	2.45
98	2017-03-05 02:00:00	2.43
99	2017-03-05 03:00:00	2.44
100	2017-03-05 04:00:00	2.43
101	2017-03-05 05:00:00	2.42
102	2017-03-05 06:00:00	2.42
103	2017-03-05 07:00:00	2.42
104	2017-03-05 08:00:00	2.41
105	2017-03-05 09:00:00	2.4
106	2017-03-05 10:00:00	2.4
107	2017-03-05 11:00:00	2.39
108	2017-03-05 12:00:00	2.39
109	2017-03-05 13:00:00	2.38
110	2017-03-05 14:00:00	2.38
111	2017-03-05 15:00:00	2.36
112	2017-03-05 16:00:00	2.35
113	2017-03-05 17:00:00	2.35
114	2017-03-05 18:00:00	2.34
115	2017-03-05 19:00:00	2.34
116	2017-03-05 20:00:00	2.33
117	2017-03-05 21:00:00	2.33
118	2017-03-05 22:00:00	2.33
119	2017-03-05 23:00:00	2.32
