	date	wse
0	2017-12-05 16:00:00	0.8
1	2017-12-05 17:00:00	0.8
2	2017-12-05 18:00:00	0.8
3	2017-12-05 19:00:00	0.82
4	2017-12-05 20:00:00	0.85
5	2017-12-05 21:00:00	0.89
6	2017-12-05 22:00:00	0.94
7	2017-12-05 23:00:00	0.98
8	2017-12-06 00:00:00	1.01
9	2017-12-06 01:00:00	1.03
10	2017-12-06 02:00:00	1.06
11	2017-12-06 03:00:00	1.11
12	2017-12-06 04:00:00	1.16
13	2017-12-06 05:00:00	1.22
14	2017-12-06 06:00:00	1.28
15	2017-12-06 07:00:00	1.35
16	2017-12-06 08:00:00	1.41
17	2017-12-06 09:00:00	1.45
18	2017-12-06 10:00:00	1.48
19	2017-12-06 11:00:00	1.48
20	2017-12-06 12:00:00	1.47
21	2017-12-06 13:00:00	1.46
22	2017-12-06 14:00:00	1.45
23	2017-12-06 15:00:00	1.44
24	2017-12-06 16:00:00	1.45
25	2017-12-06 17:00:00	1.49
26	2017-12-06 18:00:00	1.53
27	2017-12-06 19:00:00	1.57
28	2017-12-06 20:00:00	1.6
29	2017-12-06 21:00:00	1.6
30	2017-12-06 22:00:00	1.59
31	2017-12-06 23:00:00	1.58
32	2017-12-07 00:00:00	1.56
33	2017-12-07 01:00:00	1.54
34	2017-12-07 02:00:00	1.52
35	2017-12-07 03:00:00	1.5
36	2017-12-07 04:00:00	1.48
37	2017-12-07 05:00:00	1.47
38	2017-12-07 06:00:00	1.47
39	2017-12-07 07:00:00	1.5
40	2017-12-07 08:00:00	1.52
41	2017-12-07 09:00:00	1.54
42	2017-12-07 10:00:00	1.54
43	2017-12-07 11:00:00	1.53
