	date	wse
0	2017-12-05 16:00:00	0.54
1	2017-12-05 17:00:00	1.41
2	2017-12-05 18:00:00	1.42
3	2017-12-05 19:00:00	1.23
4	2017-12-05 20:00:00	0.95
5	2017-12-05 21:00:00	0.85
6	2017-12-05 22:00:00	0.84
7	2017-12-05 23:00:00	1.12
8	2017-12-06 00:00:00	1.45
9	2017-12-06 01:00:00	1.8
10	2017-12-06 02:00:00	2.05
11	2017-12-06 03:00:00	2.18
12	2017-12-06 04:00:00	2.15
13	2017-12-06 05:00:00	2.05
14	2017-12-06 06:00:00	1.7
15	2017-12-06 07:00:00	1.34
16	2017-12-06 08:00:00	1.13
17	2017-12-06 09:00:00	0.94
18	2017-12-06 10:00:00	0.78
19	2017-12-06 11:00:00	0.83
20	2017-12-06 12:00:00	1.11
21	2017-12-06 13:00:00	1.46
22	2017-12-06 14:00:00	1.7
23	2017-12-06 15:00:00	1.84
24	2017-12-06 16:00:00	1.93
25	2017-12-06 17:00:00	1.74
26	2017-12-06 18:00:00	1.43
27	2017-12-06 19:00:00	1.19
28	2017-12-06 20:00:00	0.81
29	2017-12-06 21:00:00	0.55
30	2017-12-06 22:00:00	0.4
31	2017-12-06 23:00:00	0.44
32	2017-12-07 00:00:00	0.66
33	2017-12-07 01:00:00	0.92
34	2017-12-07 02:00:00	1.31
35	2017-12-07 03:00:00	1.53
36	2017-12-07 04:00:00	1.71
37	2017-12-07 05:00:00	1.74
38	2017-12-07 06:00:00	1.61
39	2017-12-07 07:00:00	1.27
40	2017-12-07 08:00:00	0.96
41	2017-12-07 09:00:00	0.72
42	2017-12-07 10:00:00	0.55
43	2017-12-07 11:00:00	0.51
