	date	wse
0	2017-12-05 16:00:00	0.55
1	2017-12-05 17:00:00	0.71
2	2017-12-05 18:00:00	0.92
3	2017-12-05 19:00:00	1.07
4	2017-12-05 20:00:00	1.07
5	2017-12-05 21:00:00	0.97
6	2017-12-05 22:00:00	0.9
7	2017-12-05 23:00:00	0.94
8	2017-12-06 00:00:00	1.08
9	2017-12-06 01:00:00	1.27
10	2017-12-06 02:00:00	1.49
11	2017-12-06 03:00:00	1.7
12	2017-12-06 04:00:00	1.86
13	2017-12-06 05:00:00	1.95
14	2017-12-06 06:00:00	1.88
15	2017-12-06 07:00:00	1.7
16	2017-12-06 08:00:00	1.5
17	2017-12-06 09:00:00	1.33
18	2017-12-06 10:00:00	1.17
19	2017-12-06 11:00:00	1.05
20	2017-12-06 12:00:00	1.03
21	2017-12-06 13:00:00	1.17
22	2017-12-06 14:00:00	1.35
23	2017-12-06 15:00:00	1.53
24	2017-12-06 16:00:00	1.69
25	2017-12-06 17:00:00	1.75
26	2017-12-06 18:00:00	1.65
27	2017-12-06 19:00:00	1.5
28	2017-12-06 20:00:00	1.34
29	2017-12-06 21:00:00	1.16
30	2017-12-06 22:00:00	1.0
31	2017-12-06 23:00:00	0.85
32	2017-12-07 00:00:00	0.76
33	2017-12-07 01:00:00	0.81
34	2017-12-07 02:00:00	0.98
35	2017-12-07 03:00:00	1.18
36	2017-12-07 04:00:00	1.38
37	2017-12-07 05:00:00	1.54
38	2017-12-07 06:00:00	1.62
39	2017-12-07 07:00:00	1.52
40	2017-12-07 08:00:00	1.37
41	2017-12-07 09:00:00	1.21
42	2017-12-07 10:00:00	1.05
43	2017-12-07 11:00:00	0.91
