	RAS	OBS
2018-02-06 18:00:00	0.10100000351667404	-0.341
2018-02-06 19:00:00	0.10199999809265137	-0.36
2018-02-06 20:00:00	0.10199999809265137	-0.229
2018-02-06 21:00:00	0.10000000149011612	-0.015
2018-02-06 22:00:00	0.09799999743700027	0.189
2018-02-06 23:00:00	0.09300000220537186	0.326
2018-02-07 00:00:00	0.0729999989271164	0.366
2018-02-07 01:00:00	0.03099999949336052	0.28
2018-02-07 02:00:00	-0.03700000047683716	0.122
2018-02-07 03:00:00	-0.13199999928474426	-0.049
2018-02-07 04:00:00	-0.23499999940395355	-0.201
2018-02-07 05:00:00	-0.33399999141693115	-0.317
2018-02-07 06:00:00	-0.41999998688697815	-0.402
2018-02-07 07:00:00	-0.47600001096725464	-0.442
2018-02-07 08:00:00	-0.4659999907016754	-0.369
2018-02-07 09:00:00	-0.3540000021457672	-0.18
2018-02-07 10:00:00	-0.16300000250339508	0.055
2018-02-07 11:00:00	0.04500000178813934	0.244
2018-02-07 12:00:00	0.20100000500679016	0.357
2018-02-07 13:00:00	0.2849999964237213	0.39
2018-02-07 14:00:00	0.28200000524520874	0.323
2018-02-07 15:00:00	0.20000000298023224	0.177
2018-02-07 16:00:00	0.0689999982714653	0.024
2018-02-07 17:00:00	-0.0729999989271164	-0.116
2018-02-07 18:00:00	-0.1899999976158142	-0.21
2018-02-07 19:00:00	-0.25999999046325684	-0.265
2018-02-07 20:00:00	-0.2639999985694885	-0.25
2018-02-07 21:00:00	-0.17100000381469727	-0.11
2018-02-07 22:00:00	0.004999999888241291	0.076
2018-02-07 23:00:00	0.20000000298023224	0.207
2018-02-08 00:00:00	0.3440000116825104	0.277
2018-02-08 01:00:00	0.39100000262260437	0.259
2018-02-08 02:00:00	0.3319999873638153	0.168
2018-02-08 03:00:00	0.20900000631809235	0.027
2018-02-08 04:00:00	0.07400000095367432	-0.113
2018-02-08 05:00:00	-0.04500000178813934	-0.219
2018-02-08 06:00:00	-0.12800000607967377	-0.314
2018-02-08 07:00:00	-0.1809999942779541	-0.405
2018-02-08 08:00:00	-0.21400000154972076	-0.475
2018-02-08 09:00:00	-0.2240000069141388	-0.518
2018-02-08 10:00:00	-0.1979999989271164	-0.424
2018-02-08 11:00:00	-0.11900000274181366	-0.302
2018-02-08 12:00:00	0.00800000037997961	-0.122
2018-02-08 13:00:00	0.12399999797344208	0.015
2018-02-08 14:00:00	0.1809999942779541	0.101
2018-02-08 15:00:00	0.15600000321865082	0.101
2018-02-08 16:00:00	0.05999999865889549	0.003
2018-02-08 17:00:00	-0.07000000029802322	-0.137
2018-02-08 18:00:00	-0.20100000500679016	-0.262
2018-02-08 19:00:00	-0.30799999833106995	-0.357
2018-02-08 20:00:00	-0.38600000739097595	-0.411
2018-02-08 21:00:00	-0.42800000309944153	-0.421
2018-02-08 22:00:00	-0.41600000858306885	-0.317
2018-02-08 23:00:00	-0.33500000834465027	-0.149
2018-02-09 00:00:00	-0.2029999941587448	0.03
2018-02-09 01:00:00	-0.05400000140070915	0.171
2018-02-09 02:00:00	0.05000000074505806	0.232
2018-02-09 03:00:00	0.08299999684095383	0.213
2018-02-09 04:00:00	0.03799999877810478	0.107
2018-02-09 05:00:00	-0.052000001072883606	-0.027
2018-02-09 06:00:00	-0.16599999368190765	-0.146
2018-02-09 07:00:00	-0.27300000190734863	-0.253
2018-02-09 08:00:00	-0.3370000123977661	-0.305
2018-02-09 09:00:00	-0.3400000035762787	-0.262
2018-02-09 10:00:00	-0.24500000476837158	-0.079
2018-02-09 11:00:00	-0.0729999989271164	0.152
2018-02-09 12:00:00	0.11599999666213989	0.357
2018-02-09 13:00:00	0.2680000066757202	0.491
2018-02-09 14:00:00	0.34700000286102295	0.533
2018-02-09 15:00:00	0.3499999940395355	0.482
