	RAS	OBS
2018-02-06 18:00:00	0.10400000214576721	-0.265
2018-02-06 19:00:00	0.10700000077486038	-0.351
2018-02-06 20:00:00	0.10000000149011612	-0.399
2018-02-06 21:00:00	0.10400000214576721	-0.28
2018-02-06 22:00:00	0.10499999672174454	-0.024
2018-02-06 23:00:00	0.0949999988079071	0.204
2018-02-07 00:00:00	0.08900000154972076	0.354
2018-02-07 01:00:00	0.05400000140070915	0.396
2018-02-07 02:00:00	-0.02500000037252903	0.317
2018-02-07 03:00:00	-0.11699999868869781	0.155
2018-02-07 04:00:00	-0.2150000035762787	-0.018
2018-02-07 05:00:00	-0.32199999690055847	-0.183
2018-02-07 06:00:00	-0.4059999883174896	-0.317
2018-02-07 07:00:00	-0.46799999475479126	-0.402
2018-02-07 08:00:00	-0.4830000102519989	-0.463
2018-02-07 09:00:00	-0.38499999046325684	-0.442
2018-02-07 10:00:00	-0.17900000512599945	-0.219
2018-02-07 11:00:00	0.041999999433755875	0.061
2018-02-07 12:00:00	0.21199999749660492	0.253
2018-02-07 13:00:00	0.296999990940094	0.369
2018-02-07 14:00:00	0.29899999499320984	0.415
2018-02-07 15:00:00	0.2199999988079071	0.344
2018-02-07 16:00:00	0.08399999886751175	0.213
2018-02-07 17:00:00	-0.057999998331069946	0.043
2018-02-07 18:00:00	-0.17900000512599945	-0.104
2018-02-07 19:00:00	-0.257999986410141	-0.21
2018-02-07 20:00:00	-0.27399998903274536	-0.299
2018-02-07 21:00:00	-0.19499999284744263	-0.305
2018-02-07 22:00:00	-0.01600000075995922	-0.155
2018-02-07 23:00:00	0.20000000298023224	0.058
2018-02-08 00:00:00	0.35499998927116394	0.21
2018-02-08 01:00:00	0.4020000100135803	0.277
2018-02-08 02:00:00	0.35499998927116394	0.244
2018-02-08 03:00:00	0.2280000001192093	0.171
2018-02-08 04:00:00	0.07999999821186066	0.03
2018-02-08 05:00:00	-0.03200000151991844	-0.128
2018-02-08 06:00:00	-0.12399999797344208	-0.244
2018-02-08 07:00:00	-0.1720000058412552	-0.32
2018-02-08 08:00:00	-0.20200000703334808	-0.393
2018-02-08 09:00:00	-0.22100000083446503	-0.485
2018-02-08 10:00:00	-0.2160000056028366	-0.549
2018-02-08 11:00:00	-0.12399999797344208	-0.521
2018-02-08 12:00:00	0.0020000000949949026	-0.296
2018-02-08 13:00:00	0.13600000739097595	-0.143
2018-02-08 14:00:00	0.20000000298023224	0.021
2018-02-08 15:00:00	0.17800000309944153	0.134
2018-02-08 16:00:00	0.08100000023841858	0.134
2018-02-08 17:00:00	-0.05700000002980232	0.034
2018-02-08 18:00:00	-0.17599999904632568	-0.091
2018-02-08 19:00:00	-0.296999990940094	-0.229
2018-02-08 20:00:00	-0.37599998712539673	-0.332
2018-02-08 21:00:00	-0.4169999957084656	-0.402
2018-02-08 22:00:00	-0.42800000309944153	-0.43
2018-02-08 23:00:00	-0.36000001430511475	-0.357
2018-02-09 00:00:00	-0.2029999941587448	-0.152
2018-02-09 01:00:00	-0.04699999839067459	0.043
2018-02-09 02:00:00	0.06199999898672104	0.186
2018-02-09 03:00:00	0.09000000357627869	0.259
2018-02-09 04:00:00	0.08299999684095383	0.25
2018-02-09 05:00:00	-0.03500000014901161	0.149
2018-02-09 06:00:00	-0.1509999930858612	0.012
2018-02-09 07:00:00	-0.25	-0.125
2018-02-09 08:00:00	-0.335999995470047	-0.235
2018-02-09 09:00:00	-0.3440000116825104	-0.302
2018-02-09 10:00:00	-0.27799999713897705	-0.293
2018-02-09 11:00:00	-0.08500000089406967	-0.116
2018-02-09 12:00:00	0.12600000202655792	0.162
2018-02-09 13:00:00	0.26499998569488525	0.39
2018-02-09 14:00:00	0.3630000054836273	0.521
2018-02-09 15:00:00	0.36500000953674316	0.564
