	RAS	OBS
2018-02-06 18:00:00	4.3480000495910645	1.125
2018-02-06 19:00:00	4.349999904632568	1.125
2018-02-06 20:00:00	4.35099983215332	1.125
2018-02-06 21:00:00	4.349999904632568	1.122
2018-02-06 22:00:00	4.348999977111816	1.125
2018-02-06 23:00:00	4.348999977111816	1.125
2018-02-07 00:00:00	4.348999977111816	1.125
2018-02-07 01:00:00	4.348999977111816	1.122
2018-02-07 02:00:00	4.348999977111816	1.122
2018-02-07 03:00:00	4.348999977111816	1.122
2018-02-07 04:00:00	4.348999977111816	1.122
2018-02-07 05:00:00	4.348999977111816	1.122
2018-02-07 06:00:00	4.349999904632568	1.122
2018-02-07 07:00:00	4.35099983215332	1.119
2018-02-07 08:00:00	4.35099983215332	1.119
2018-02-07 09:00:00	4.353000164031982	1.119
2018-02-07 10:00:00	4.354000091552734	1.119
2018-02-07 11:00:00	4.354000091552734	1.119
2018-02-07 12:00:00	4.354000091552734	1.119
2018-02-07 13:00:00	4.354000091552734	1.122
2018-02-07 14:00:00	4.354000091552734	1.128
2018-02-07 15:00:00	4.3520002365112305	1.128
2018-02-07 16:00:00	4.353000164031982	1.131
2018-02-07 17:00:00	4.354000091552734	1.134
2018-02-07 18:00:00	4.354000091552734	1.137
2018-02-07 19:00:00	4.3520002365112305	1.134
2018-02-07 20:00:00	4.35099983215332	1.137
2018-02-07 21:00:00	4.35099983215332	1.143
2018-02-07 22:00:00	4.35099983215332	1.146
2018-02-07 23:00:00	4.35099983215332	1.158
2018-02-08 00:00:00	4.35099983215332	1.164
2018-02-08 01:00:00	4.349999904632568	1.164
2018-02-08 02:00:00	4.348999977111816	1.17
2018-02-08 03:00:00	4.348999977111816	1.177
2018-02-08 04:00:00	4.348999977111816	1.18
2018-02-08 05:00:00	4.348999977111816	1.183
2018-02-08 06:00:00	4.348999977111816	1.183
2018-02-08 07:00:00	4.349999904632568	1.189
2018-02-08 08:00:00	4.354000091552734	1.192
2018-02-08 09:00:00	4.355999946594238	1.198
2018-02-08 10:00:00	4.357999801635742	1.201
2018-02-08 11:00:00	4.361000061035156	1.21
2018-02-08 12:00:00	4.36299991607666	1.216
2018-02-08 13:00:00	4.36299991607666	1.219
2018-02-08 14:00:00	4.363999843597412	1.225
2018-02-08 15:00:00	4.368000030517578	1.237
2018-02-08 16:00:00	4.372000217437744	1.247
2018-02-08 17:00:00	4.379000186920166	1.253
2018-02-08 18:00:00	4.38700008392334	1.262
2018-02-08 19:00:00	4.388999938964844	1.271
2018-02-08 20:00:00	4.392000198364258	1.28
2018-02-08 21:00:00	4.3979997634887695	1.286
2018-02-08 22:00:00	4.4019999504089355	1.295
2018-02-08 23:00:00	4.4039998054504395	1.301
2018-02-09 00:00:00	4.40500020980835	1.308
2018-02-09 01:00:00	4.408999919891357	1.311
2018-02-09 02:00:00	4.413000106811523	1.314
2018-02-09 03:00:00	4.416999816894531	1.311
2018-02-09 04:00:00	4.421000003814697	1.311
2018-02-09 05:00:00	4.427000045776367	1.308
2018-02-09 06:00:00	4.434000015258789	1.305
2018-02-09 07:00:00	4.438000202178955	1.301
2018-02-09 08:00:00	4.441999912261963	1.298
2018-02-09 09:00:00	4.452000141143799	1.298
2018-02-09 10:00:00	4.460999965667725	1.295
2018-02-09 11:00:00	4.4670000076293945	1.292
2018-02-09 12:00:00	4.474999904632568	1.292
2018-02-09 13:00:00	4.482999801635742	1.292
2018-02-09 14:00:00	4.491000175476074	1.295
2018-02-09 15:00:00	4.497000217437744	1.295
