	RAS	OBS
2018-02-07 01:00:00	-0.2879999876022339	0.353
2018-02-07 02:00:00	-0.289000004529953	0.269
2018-02-07 03:00:00	-0.289000004529953	0.107
2018-02-07 04:00:00	-0.2879999876022339	-0.076
2018-02-07 05:00:00	-0.28700000047683716	-0.236
2018-02-07 06:00:00	-0.28200000524520874	-0.364
2018-02-07 07:00:00	-0.26100000739097595	-0.455
2018-02-07 08:00:00	-0.21400000154972076	-0.509
2018-02-07 09:00:00	-0.125	-0.47
2018-02-07 10:00:00	0.00800000037997961	-0.252
2018-02-07 11:00:00	0.1509999930858612	0.019
2018-02-07 12:00:00	0.2669999897480011	0.216
2018-02-07 13:00:00	0.33500000834465027	0.334
2018-02-07 14:00:00	0.3140000104904175	0.374
2018-02-07 15:00:00	0.2199999988079071	0.305
2018-02-07 16:00:00	0.08100000023841858	0.158
2018-02-07 17:00:00	-0.0689999982714653	0.001
2018-02-07 18:00:00	-0.1889999955892563	-0.152
2018-02-07 19:00:00	-0.2680000066757202	-0.264
2018-02-07 20:00:00	-0.29100000858306885	-0.331
2018-02-07 21:00:00	-0.21899999678134918	-0.336
2018-02-07 22:00:00	-0.04899999871850014	-0.19
2018-02-07 23:00:00	0.16699999570846558	0.016
2018-02-08 00:00:00	0.3330000042915344	0.181
2018-02-08 01:00:00	0.3970000147819519	0.243
2018-02-08 02:00:00	0.3529999852180481	0.22
2018-02-08 03:00:00	0.23499999940395355	0.132
2018-02-08 04:00:00	0.0949999988079071	-0.0
2018-02-08 05:00:00	-0.028999999165534973	-0.161
2018-02-08 06:00:00	-0.11699999868869781	-0.274
2018-02-08 07:00:00	-0.1770000010728836	-0.357
2018-02-08 08:00:00	-0.20800000429153442	-0.448
2018-02-08 09:00:00	-0.2199999988079071	-0.531
2018-02-08 10:00:00	-0.19699999690055847	-0.584
2018-02-08 11:00:00	-0.11900000274181366	-0.535
2018-02-08 12:00:00	0.010999999940395355	-0.348
2018-02-08 13:00:00	0.13600000739097595	-0.177
2018-02-08 14:00:00	0.19300000369548798	-0.021
2018-02-08 15:00:00	0.16200000047683716	0.078
2018-02-08 16:00:00	0.07100000232458115	0.079
2018-02-08 17:00:00	-0.061000000685453415	-0.019
2018-02-08 18:00:00	-0.19099999964237213	-0.158
2018-02-08 19:00:00	-0.29499998688697815	-0.291
2018-02-08 20:00:00	-0.3779999911785126	-0.396
2018-02-08 21:00:00	-0.4230000078678131	-0.462
2018-02-08 22:00:00	-0.41600000858306885	-0.483
2018-02-08 23:00:00	-0.3440000116825104	-0.389
2018-02-09 00:00:00	-0.20200000703334808	-0.19
2018-02-09 01:00:00	-0.04399999976158142	0.004
2018-02-09 02:00:00	0.06599999964237213	0.146
2018-02-09 03:00:00	0.09700000286102295	0.217
2018-02-09 04:00:00	0.05299999937415123	0.197
2018-02-09 05:00:00	-0.03099999949336052	0.094
2018-02-09 06:00:00	-0.1509999930858612	-0.044
2018-02-09 07:00:00	-0.257999986410141	-0.178
2018-02-09 08:00:00	-0.328000009059906	-0.287
2018-02-09 09:00:00	-0.34599998593330383	-0.357
2018-02-09 10:00:00	-0.2590000033378601	-0.338
2018-02-09 11:00:00	-0.08299999684095383	-0.152
2018-02-09 12:00:00	0.11999999731779099	0.114
2018-02-09 13:00:00	0.27799999713897705	0.333
2018-02-09 14:00:00	0.3569999933242798	0.471
2018-02-09 15:00:00	0.36000001430511475	0.514
2018-02-09 16:00:00	0.2919999957084656	0.462
2018-02-09 17:00:00	0.17299999296665192	0.336
2018-02-09 18:00:00	0.035999998450279236	0.185
2018-02-09 19:00:00	-0.09799999743700027	0.035
2018-02-09 20:00:00	-0.20200000703334808	-0.092
2018-02-09 21:00:00	-0.27000001072883606	-0.192
2018-02-09 22:00:00	-0.3100000023841858	-0.257
