	xs station	xs elev
43220	0.0	3.839900016784668
43221	632.6998901367188	3.0599000453948975
43222	651.3101196289062	2.4798998832702637
43223	735.0499267578125	2.809999942779541
43224	762.9600830078125	1.3600000143051147
43225	846.7000122070312	0.2700999975204468
43226	1209.5699462890625	0.6700000166893005
43227	1228.1800537109375	2.4600000381469727
43228	1302.6099853515625	3.390000104904175
43229	1367.739990234375	2.869999885559082
43230	1386.3499755859375	0.6500999927520752
43231	1516.6099853515625	0.33009999990463257
43232	1535.219970703125	0.8600999712944031
43233	1628.27001953125	0.45989999175071716
43234	1674.7900390625	2.95989990234375
43235	2000.43994140625	3.839900016784668
43236	2037.6600341796875	2.9800000190734863
43237	2074.8798828125	3.2300000190734863
43238	2121.39990234375	0.4401000142097473
43239	2177.22998046875	0.5098999738693237
43240	2195.830078125	2.73009991645813
43241	2214.43994140625	3.9400999546051025
43242	2391.22998046875	3.6898999214172363
43243	2465.659912109375	2.6700000762939453
43244	2484.27001953125	0.7001000046730042
43245	2586.6201171875	1.2798999547958374
43246	2623.840087890625	3.390000104904175
43247	3042.5400390625	9.760000228881836
43248	3051.840087890625	9.140000343322754
43249	3163.5	9.620100021362305
43250	3182.110107421875	10.329999923706055
43251	3377.5	8.54990005493164
43252	3721.760009765625	8.279899597167969
43253	4214.89990234375	7.929999828338623
43254	4280.02001953125	6.810100078582764
43255	4289.330078125	5.840000152587891
43256	4307.93994140625	5.519899845123291
43257	4335.85009765625	3.5999999046325684
43258	4400.97998046875	2.559999942779541
43259	4410.27978515625	3.720099925994873
43260	4419.58984375	6.659900188446045
43261	4428.89013671875	8.149999618530273
43262	4466.10986328125	5.440100193023682
43263	4503.330078125	4.599999904632568
43264	4549.85009765625	6.260000228881836
43265	4559.14990234375	5.910099983215332
43266	4587.06005859375	2.6700000762939453
43267	4614.97998046875	2.0699000358581543
43268	4642.89013671875	2.8598999977111816
43269	4670.7998046875	5.020100116729736
43270	4717.31982421875	3.410099983215332
43271	4754.5400390625	4.679900169372559
43272	4838.27978515625	3.3698999881744385
43273	4894.10009765625	1.7200000286102295
43274	4903.41015625	0.25999999046325684
43275	5033.669921875	0.3199999928474426
43276	5070.87890625	2.5801000595092773
43277	5201.14013671875	3.2799999713897705
43278	5238.35986328125	2.79010009765625
43279	5322.10009765625	4.070000171661377
43280	5405.830078125	4.119999885559082
43281	5778.0	1.4600000381469727
43282	5787.31005859375	0.17010000348091125
43283	6419.9912109375	0.0
43284	6438.60009765625	1.9400999546051025
43285	6457.2099609375	0.5098999738693237
43286	6485.1201171875	0.0
43287	8187.7900390625	0.0
43288	8271.5302734375	0.5199999809265137
43289	8327.3603515625	1.8200000524520874
43290	8392.490234375	1.499899983406067
43291	8420.41015625	0.020099999383091927
43292	8857.73046875	0.029899999499320984
43293	8894.9501953125	1.48989999294281
43294	8941.4697265625	0.6700000166893005
43295	9015.91015625	1.48989999294281
43296	9053.1201171875	0.6299999952316284
43297	9081.0400390625	1.5999000072479248
43298	9174.08984375	2.279900074005127
43299	9378.7900390625	-0.1898999959230423
43300	9443.919921875	-0.1898999959230423
43301	9518.3603515625	1.9800000190734863
43302	9639.3203125	3.150099992752075
43303	10737.26953125	2.3798999786376953
43304	10774.490234375	1.7799999713897705
43305	11249.0302734375	1.8901000022888184
43306	11276.9501953125	2.360100030899048
43307	11286.25	1.4300999641418457
43308	11397.91015625	0.7598999738693237
43309	11407.2099609375	0.10999999940395355
43310	11500.259765625	0.8799999952316284
43311	11611.91015625	0.2498999983072281
43312	11950.1201171875	0.4900999963283539
43313	11956.7197265625	0.6599000096321106
43314	12036.330078125	0.8198999762535095
43315	12104.2099609375	1.1899000406265259
43316	12224.2900390625	1.2798999547958374
43317	12390.9296875	0.9199000000953674
43318	12402.759765625	0.9298999905586243
43319	12588.91015625	0.6901000142097473
43320	12624.23046875	1.2000000476837158
43321	12657.5595703125	1.2798999547958374
43322	12678.009765625	1.3701000213623047
43323	12724.2197265625	1.4399000406265259
43324	13007.5498046875	1.5700000524520874
43325	13024.1796875	1.7900999784469604
43326	13057.509765625	1.7099000215530396
43327	13119.26953125	1.649899959564209
43328	13190.8203125	0.23010000586509705
43329	13205.2802734375	-0.05999999865889549
43330	13315.1103515625	-0.3199999928474426
43331	13844.8798828125	-0.3801000118255615
43332	13872.51953125	-0.41999998688697815
43333	14881.3798828125	-0.5699999928474426
43334	14893.3896484375	-0.5299999713897705
43335	14957.240234375	-0.4900999963283539
43336	14984.7998046875	-0.4900999963283539
43337	15023.8896484375	-0.4499000012874603
43338	15050.7099609375	-0.4300999939441681
43339	15057.2197265625	-0.41999998688697815
43340	15116.6201171875	-0.3100000023841858
43341	15123.8798828125	-0.20999999344348907
43342	15157.2099609375	-0.29989999532699585
43343	15182.5302734375	-0.13989999890327454
43344	15212.830078125	-0.33009999990463257
43345	15223.8603515625	0.3199999928474426
43346	15248.4296875	0.8001000285148621
43347	15436.1396484375	0.10000000149011612
43348	15445.4501953125	-0.4699999988079071
43349	15519.8798828125	0.6901000142097473
43350	15529.1904296875	0.039900001138448715
43351	15617.9501953125	0.960099995136261
43352	15692.8603515625	1.2000000476837158
43353	15702.8896484375	1.309999942779541
43354	15749.7802734375	-0.25999999046325684
43355	15901.3798828125	-0.29989999532699585
43356	15975.8095703125	1.23989999294281
43357	15994.419921875	0.6001999974250793
43358	16003.73046875	1.6999000310897827
43359	16013.0302734375	0.9699000120162964
43360	16057.080078125	1.0399999618530273
43361	16157.0595703125	1.179900050163269
43362	16213.73046875	1.2000000476837158
