Datetime(UTC)	WASD2	NCDV2	LWTV2	GTND2	SGSM2
2018-02-07 10:00:00	-0.1386795763	0.20360573449999997	0.14720027619999998	0.12601457500000002	0.28451549899999995
2018-02-07 11:00:00	-0.172150337	0.23362231969999997	0.1096827564	0.12527843719999998	0.24857642969999996
2018-02-07 12:00:00	-0.06415677259999997	0.2276725143	0.025132254799999976	0.13249885009999995	0.1621098896
2018-02-07 13:00:00	0.06808807950000001	0.1678997976	-0.05058824030000003	0.2760784117	0.08659115289999997
2018-02-07 14:00:00	0.19123217609999998	0.05936877289999998	-0.09881342789999997	0.4080568162	0.02425017579999994
2018-02-07 15:00:00	0.2945275709	-0.02355404240000003	-0.13302448340000006	0.5098658597	-0.025454031000000044
2018-02-07 16:00:00	0.37524100345	-0.07091271539999999	-0.1401355682	0.59210052515	-0.040516266899999986
2018-02-07 17:00:00	0.41611658828299997	-0.10442906940000002	-0.10737727939999997	0.634901236093	-0.015219126800000038
2018-02-07 18:00:00	0.34996892882999997	-0.11237613270000008	-0.0330769789	0.56762020964	0.06493485299999996
2018-02-07 19:00:00	0.2412120082	-0.07320549060000003	0.04129211420000001	0.45788436460000004	0.1416195623
2018-02-07 20:00:00	0.12320777449999998	0.032274120399999995	0.08894136829999996	0.34229845200000003	0.1972373384
2018-02-07 21:00:00	0.021613897199999954	0.12374515289999996	0.12278700989999997	0.23886428860000003	0.24605799039999998
2018-02-07 22:00:00	-0.06198137930000003	0.1784640005	0.1358649514	0.15833940380000006	0.2696789925
2018-02-07 23:00:00	-0.1337389492	0.2103836619	0.1094711286	0.12509102009999995	0.2502695456
2018-02-08 00:00:00	-0.13142667930000002	0.21876515189999998	0.03988747379999996	0.1256258831	0.1767697917
2018-02-08 01:00:00	-0.006667800399999979	0.176378772	-0.03635006549999997	0.2112866994	0.09743944510000002
2018-02-08 02:00:00	0.12993772059999997	0.07398675760000001	-0.08527183670000005	0.3447683393	0.03998774020000001
2018-02-08 03:00:00	0.24312213789999998	-0.015050716700000022	-0.11732849960000002	0.4571531296	-0.007097169300000039
2018-02-08 04:00:00	0.33035754586	-0.06387365039999998	-0.1263559414	0.54647455986	-0.02678333950000006
2018-02-08 05:00:00	0.38800173213	-0.08963249170000004	-0.08395157000000003	0.60643820032	0.00668730479999996
2018-02-08 06:00:00	0.35709796658	-0.09543862009999998	0.003010751300000003	0.57633200383	0.09888761209999997
2018-02-08 07:00:00	0.2528716383	-0.042008810900000026	0.08399056489999998	0.467842195	0.18467922209999998
2018-02-08 08:00:00	0.1371559967	0.07832730459999998	0.14139164869999998	0.3572331904	0.2503097301
2018-02-08 09:00:00	0.034005962899999964	0.1734521103	0.189832995	0.25209965060000006	0.31147059349999995
2018-02-08 10:00:00	-0.04812386280000003	0.23764934759999998	0.22687077235	0.16976946869999998	0.35610565025999996
2018-02-08 11:00:00	-0.11907964529999998	0.28354536915	0.23792095887999998	0.12545040909999994	0.37244574337999997
2018-02-08 12:00:00	-0.09090287850000006	0.3109826999	0.21268153726	0.12516318290000006	0.34613408767
2018-02-08 13:00:00	0.04657837880000004	0.31088160968	0.14950006119999998	0.25523812640000004	0.284944199
2018-02-08 14:00:00	0.1843297262	0.27808583051999997	0.08218234809999997	0.3998442293	0.21826952879999997
2018-02-08 15:00:00	0.29844869399999996	0.20250828629999998	0.03844300119999999	0.5147224804	0.1647708752
2018-02-08 16:00:00	0.39541953811999997	0.12461152519999999	0.017437179400000002	0.61104432861	0.1276989361
